Window_ID,Center_Sentence,Full_Window_Text,Valence_Ridge,Arousal_Ridge,Dominance_Ridge,Valence_RF,Arousal_RF,Dominance_RF,Narrative_Progress,Valence_Ridge_Smooth,Arousal_Ridge_Smooth,Dominance_Ridge_Smooth,Valence_RF_Smooth,Arousal_RF_Smooth,Dominance_RF_Smooth,VAD_range,Convergence,Entr_Index,Entrapment,Episode_ID
16,"Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them.","Travelling day in and day out. Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them. It can all go to Hell!”",4.050524711608887,3.889936208724976,4.616545677185059,4.8053,4.2175,5.0567,0.0195567144719687,4.025236870736643,3.455267627085643,4.5985412915651045,4.8713272965020655,4.2790082379862175,4.975144883948942,1.1432736644794614,0,2.5433125441904716,0,0
17,It can all go to Hell!”,"Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them. It can all go to Hell!” He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder.",3.79985237121582,3.900977611541748,4.166866779327393,4.6223,4.5043,4.8492,0.0208604954367666,4.077963947665216,3.565335482466056,4.663046925236974,4.88969865969265,4.31342343903231,5.000506178489641,1.0977114427709176,0,2.587554498114029,0,0
18,"He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder.","It can all go to Hell!” He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder. He slid back into his former position.",3.7285680770874015,3.643191337585449,3.893582344055176,4.2077,4.6621,4.566466666666667,0.0221642764015645,4.158878984931353,3.6073492464967343,4.734752766015855,4.900860281137566,4.335577116704752,5.039996578402466,1.1274035195191203,0,2.3639219926582786,0,0
19,He slid back into his former position.,"He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder. He slid back into his former position. “Getting up early all the time”, he thought, “it makes you stupid.",4.234812259674072,3.4201865196228027,4.802735328674316,4.9497,4.3368,4.7834,0.0234680573663624,4.241907537509533,3.611944385586508,4.754033404185301,4.91345498528925,4.361122098725019,5.062544230140507,1.142089018598793,0,2.1425021942241256,0,0
20,"“Getting up early all the time”, he thought, “it makes you stupid.","He slid back into his former position. “Getting up early all the time”, he thought, “it makes you stupid. You’ve got to get enough sleep.",5.435498237609863,2.8860700130462646,5.658722877502441,4.9822,4.1636,5.2181,0.0247718383311603,4.22527830263253,3.585921461420804,4.662964076690267,4.93937260542655,4.378892056227471,5.0893964040535495,1.077042615269463,0,2.3423635601948445,0,0
21,You’ve got to get enough sleep.,"“Getting up early all the time”, he thought, “it makes you stupid. You’ve got to get enough sleep. Other travelling salesmen live a life of luxury.",5.053522109985352,3.204526901245117,5.468550205230713,5.4876000000000005,4.254,5.6318,0.0260756192959582,4.265557551002013,3.5533624668844186,4.602764442489931,4.96129254658379,4.390907714939469,5.121697036068369,1.0494019756055128,0,2.30169754210993,0,0
22,Other travelling salesmen live a life of luxury.,"You’ve got to get enough sleep. Other travelling salesmen live a life of luxury. For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts.",3.81948447227478,3.4134774208068848,4.456246376037598,5.2748,4.2384,5.2479000000000005,0.0273794002607561,4.335905059251361,3.5436814213235097,4.599094643238931,4.942262373324556,4.406568028767517,5.136722752533444,1.0554132219154209,0,2.1194543316217325,0,0
23,"For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts.","Other travelling salesmen live a life of luxury. For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts. I ought to just try that with my boss; I’d get kicked out on the spot.",4.10654878616333,3.414559364318848,4.651878833770752,5.0185,4.2097,5.3208,0.0286831812255541,4.374240172536696,3.565536683195706,4.6233818471021975,4.911205295848256,4.4262338018959895,5.1264335403726085,1.0578451639064914,0,2.0491535966461494,0,0
24,I ought to just try that with my boss; I’d get kicked out on the spot.,"For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts. I ought to just try that with my boss; I’d get kicked out on the spot. But who knows, maybe that would be the best thing for me.",3.475785970687866,3.76732349395752,4.612317085266113,4.4533000000000005,4.3589,4.7439,0.029986962190352,4.407945936978607,3.582232370451365,4.667921171191415,4.901464203988171,4.4279134030728455,5.1486801678107685,1.0856888007400496,0,1.9103342152570644,0,0
25,"But who knows, maybe that would be the best thing for me.","I ought to just try that with my boss; I’d get kicked out on the spot. But who knows, maybe that would be the best thing for me. If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel.",5.075217723846436,3.856151580810547,4.7303547859191895,4.8991,4.5843,5.3344000000000005,0.0312907431551499,4.524446509249913,3.5990853263646283,4.708674899578504,4.9197053612291,4.412376495586739,5.169897515527888,1.109589573213876,0,1.6002846118256806,0,0
26,"If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel.","But who knows, maybe that would be the best thing for me. If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel. He’d fall right off his desk!",5.384163856506348,3.834507942199707,4.817851066589356,5.0849,4.6619,5.2563,0.0325945241199478,4.648471481389278,3.618855800765792,4.763899183382373,4.955654593004189,4.376194409937834,5.183724354364108,1.145043382616581,0,1.2429755374179807,0,0
27,He’d fall right off his desk!,"If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel. He’d fall right off his desk! And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing.",4.956073760986328,3.46807861328125,4.341434478759766,4.7607,4.3882,5.1069,0.0338983050847457,4.774013289987456,3.6404367359917886,4.8247560949720905,4.940954887217984,4.325498136645909,5.179391249863727,1.1843193589803018,0,0.8730062581791458,0,0
28,"And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing.","He’d fall right off his desk! And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing. Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do.",4.156347274780273,3.6582236289978023,3.769643783569336,4.8896,4.457,4.9694,0.0352020860495436,4.871286234305336,3.6556661090027336,4.858182921445399,4.930466426936846,4.306328375285989,5.16416691729317,1.215620125302602,0,0.7999268566206209,0,0
29,"Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do.","And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing. Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do. That’s when I’ll make the big change.",4.087296485900879,3.643073320388794,4.306291580200195,5.1035,4.2818,5.1627,0.0365058670143415,4.934297924846028,3.666740041965317,4.832071069098192,4.865656815952866,4.297667799934566,5.098561621444853,1.2675578828807113,0,0.9186007679159411,0,0
30,That’s when I’ll make the big change.,"Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do. That’s when I’ll make the big change. First of all though, I’ve got to get up, my train leaves at five.”",4.649296283721924,3.990636110305786,5.178309917449951,4.5799,4.3451,4.9722,0.0378096479791395,5.030337916047109,3.6529501433775775,4.8727720833634685,4.901476887871794,4.272361403508719,5.06095328538732,1.3773877726695312,0,0.7470862076235611,0,0
31,"First of all though, I’ve got to get up, my train leaves at five.”","That’s when I’ll make the big change. First of all though, I’ve got to get up, my train leaves at five.” And he looked over at the alarm clock, ticking on the chest of drawers.",5.124518871307373,3.912704944610596,5.75875186920166,5.0319,4.3122,5.2835,0.0391134289439374,5.233273789398588,3.581988129829295,5.015952767636754,4.947843674403339,4.2316966001960905,5.056537365151948,1.651285659569293,0,0.41231523740657816,0,0
32,"And he looked over at the alarm clock, ticking on the chest of drawers.","First of all though, I’ve got to get up, my train leaves at five.” And he looked over at the alarm clock, ticking on the chest of drawers. “God in Heaven!”",5.840803146362305,3.499159812927246,5.798361301422119,5.2369,4.1163,5.2769,0.0404172099087353,5.39080599438479,3.489346797499749,5.173257042279013,5.00243278849291,4.176486662307893,5.108872703497813,1.9014591968850407,0,0.05296855106221973,0,0
33,“God in Heaven!”,"And he looked over at the alarm clock, ticking on the chest of drawers. “God in Heaven!” It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven.",5.983551502227783,3.1321263313293457,5.4182000160217285,4.9548,3.7797,5.1653,0.0417209908735332,5.480038477728292,3.391977990986862,5.278043548590778,5.061606243870484,4.107647706222026,5.134349591369666,2.08806048674143,0,0.0,0,0
34,"It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven.","“God in Heaven!” It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven. Had the alarm clock not rung?",6.40631628036499,3.3069019317626958,5.119241237640381,4.8048,3.8633,4.6953000000000005,0.0430247718383311,5.541843976488074,3.290507990380952,5.365872789185214,5.1186063746321695,4.04888045112777,5.159837365151947,2.2513359861071214,0,0.0,0,0
35,Had the alarm clock not rung?,"It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven. Had the alarm clock not rung? He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung.",5.169632434844971,3.071470260620117,5.116904258728027,4.7931,3.9215,4.8868,0.044328552803129,5.438787335311259,3.2172877309991468,5.386096536976728,5.115464923177447,3.997259463877035,5.131634128800198,2.2214996043121125,0,0.0,0,0
36,He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung.,"Had the alarm clock not rung? He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung. Yes, but was it possible to quietly sleep through that furniture-rattling noise?",5.425069808959961,3.0887973308563232,5.420287609100342,5.282,4.1242,5.1679,0.0456323337679269,5.384402994004303,3.1876037817602647,5.367437178810281,5.1476199738476,3.964392328647657,5.140978587773719,2.196799212244038,0,0.0,0,0
37,"Yes, but was it possible to quietly sleep through that furniture-rattling noise?","He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung. Yes, but was it possible to quietly sleep through that furniture-rattling noise? True, he had not slept peacefully, but probably all the more deeply because of that.",5.288696765899658,3.110130548477173,5.293353080749512,5.5022,4.1639,5.2605,0.0469361147327249,5.22972442574571,3.1864680070119107,5.237598163468121,5.152199771166984,3.963943641712929,5.138321248774046,2.0511301564562103,0,0.0,0,0
38,"True, he had not slept peacefully, but probably all the more deeply because of that.","Yes, but was it possible to quietly sleep through that furniture-rattling noise? True, he had not slept peacefully, but probably all the more deeply because of that. What should he do now?",5.206220626831055,3.2578563690185547,5.132755279541016,5.3835,3.9621,5.2041,0.0482398956975228,5.007776548754059,3.1843376659263223,5.030043021258454,5.111725269695916,3.9653626021575192,5.128739784243154,1.8457053553321314,0,0.0,0,0
39,What should he do now?,"True, he had not slept peacefully, but probably all the more deeply because of that. What should he do now? The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively.",5.23367166519165,3.0674967765808105,5.400035381317139,5.7083,4.011966666666667,5.5499,0.0495436766623207,4.866848428251637,3.2254459178303136,4.853933213153765,5.163635501797909,3.999343619919314,5.12503128473351,1.6414025104213232,0,0.11414524227901016,0,0
40,"The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively.","What should he do now? The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively. And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago.",4.874605655670166,3.0622148513793945,5.223738670349121,4.9851,3.9334,5.2813,0.0508474576271186,4.701905437449472,3.2568342610876626,4.694111823801767,5.201223308270612,4.021081039555361,5.149185387381435,1.4450711763618096,0,0.7720371794201519,0,0
41,"And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago.","The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively. And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago. The office assistant was the boss’s man, spineless, and with no understanding.",4.367941856384277,3.013504981994629,4.748970985412598,4.7377,3.8529,5.2104,0.0521512385919165,4.520033957171751,3.336001437643259,4.575359391012569,5.197162177182022,4.058524419744964,5.147110460934882,1.2393579533693098,0,1.5179828961256137,0,0
42,"The office assistant was the boss’s man, spineless, and with no understanding.","And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago. The office assistant was the boss’s man, spineless, and with no understanding. What about if he reported sick?",4.519859790802002,3.340623617172241,4.453540325164795,5.1775,4.0457,4.908,0.0534550195567144,4.345747203521325,3.3886675833096547,4.50054254053303,5.177528636809351,4.085833845483223,5.142380451127757,1.1118749572233755,0,2.119776416978364,0,0
43,What about if he reported sick?,"The office assistant was the boss’s man, spineless, and with no understanding. What about if he reported sick? But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill.",3.5960500240325928,3.576192617416382,3.784480810165405,5.1217,4.2371,4.9246,0.0547588005215123,4.262499203203341,3.4352187468904622,4.4568637535048525,5.180181072245769,4.1180779993461405,5.142684373978361,1.0216450066143903,0,2.4302546751246115,0,0
44,But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill.,"What about if he reported sick? But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill. His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy.",3.084256649017334,3.728486061096192,3.4358034133911133,4.9606,4.0914,4.9912,0.0560625814863103,4.2575080822635165,3.4536380618176965,4.435080385551012,5.145583164432757,4.136360771493902,5.155707845701146,0.9814423237333152,0,2.504442937469914,0,0
45,"His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy.","But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill. His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy. And what’s more, would he have been entirely wrong in this case?",3.471411943435669,3.9455041885375977,3.590695381164551,5.085,4.185,5.0746,0.0573663624511082,4.277405216476373,3.482335688671083,4.394870012560115,5.103664661654072,4.14553570883726,5.131290127492582,0.912534323889032,0,2.60288370334336,0,0
46,"And what’s more, would he have been entirely wrong in this case?","His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy. And what’s more, would he have been entirely wrong in this case? Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual.",3.4889578819274902,3.802506923675537,3.616707563400269,4.8263,4.3532,5.0877,0.0586701434159061,4.216893939342117,3.506788163451631,4.344619726581277,5.055939326577251,4.147859267734503,5.102458777378165,0.8378315631296456,0,2.9770622208024022,0,0
47,"Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual.","And what’s more, would he have been entirely wrong in this case? Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual. He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven.",5.174105167388916,3.719200849533081,5.04030704498291,5.3918,4.2936,5.2931,0.059973924380704,4.256037497450248,3.516401927429809,4.349618564052596,5.043432167374897,4.176412226217667,5.09198891794698,0.8332166366227871,0,2.9134252444994058,0,0
48,"He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven.","Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual. He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven. There was a cautious knock at the door near his head.",6.315598487854004,3.5501856803894043,5.869962692260742,5.8902,4.2461,5.3686,0.0612777053455019,4.396496645256155,3.5231630336072675,4.419729541508525,5.05996132723106,4.203549111910158,5.115929388689052,0.8965665079012579,0,2.4261976252947575,0,0
49,There was a cautious knock at the door near his head.,"He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven. There was a cautious knock at the door near his head. “Gregor”, somebody called—it was his mother—“it’s quarter to seven.",4.56308126449585,3.1546356678009038,4.720417499542236,4.7022,4.0134,5.1737,0.0625814863102998,4.549867066654226,3.525653271240161,4.502556312703766,5.111440405361167,4.205639326577261,5.136298430859695,1.0242137954140649,0,1.857021285851864,0,0
50,"“Gregor”, somebody called—it was his mother—“it’s quarter to seven.","There was a cautious knock at the door near his head. “Gregor”, somebody called—it was his mother—“it’s quarter to seven. Didn’t you want to go somewhere?”",4.277900218963623,3.2784242630004883,4.518509864807129,4.9209,4.1137,4.9033,0.0638852672750977,4.7562328312434605,3.5273667599258918,4.652001921044823,5.168375384112392,4.21210751879694,5.176116966328802,1.2288660713175688,0,0.9746324974528144,0,0
51,Didn’t you want to go somewhere?”,"“Gregor”, somebody called—it was his mother—“it’s quarter to seven. Didn’t you want to go somewhere?” That gentle voice!",4.655832290649414,3.047088146209717,4.6077375411987305,4.7144,4.0628,4.9489,0.0651890482398957,4.90777609924268,3.537005856676984,4.794044302350772,5.173340601503696,4.199702647924107,5.211484537430469,1.3707702425656958,0,0.5256446259937715,0,0
52,That gentle voice!,"Didn’t you want to go somewhere?” That gentle voice! Gregor was shocked when he heard his own voice answering, it could hardly be recognised as the voice he had had before.",5.031957626342773,3.584319591522217,4.798675537109375,5.1599,4.343,5.2951,0.0664928292046936,4.982016297951693,3.527304118971019,4.872367667621804,5.153189931350052,4.182294769532476,5.248528113762603,1.4547121789806745,0,0.26089026760496364,0,0
