Window_ID,Narrative_Progress,Valence_RF_Smooth,Arousal_RF_Smooth,Dominance_RF_Smooth,VAD_range,Convergence,Entrapment,Entr_Index,Episode_ID,Center_Sentence
15,0.0182529335071707,0.0818070807453405,0.0327253579601172,0.0794096011768542,0.049081722785223304,1,0,1.4718667954977318,0,Travelling day in and day out.
16,0.0195567144719687,0.0689115070284397,0.0357584439359262,0.0709657240928398,0.0352072801569136,1,0,1.8313218667117468,0,"Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them."
17,0.0208604954367666,0.0778346681922187,0.0474065217391298,0.0886260836874784,0.0412195619483486,1,0,1.7758723548601745,0,It can all go to Hell!”
18,0.0221642764015645,0.0611406440013068,0.0389175024517811,0.0996046845374292,0.0606871820856481,1,0,1.8223440695959183,0,"He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder."
19,0.0234680573663624,0.0627042366786523,0.0464119221967957,0.1059947335730617,0.059582811376266004,1,0,1.973978733262188,0,He slid back into his former position.
20,0.0247718383311603,0.0745728473357296,0.0450419254658379,0.1105653121935259,0.06552338672768801,1,0,1.768515277802589,0,"“Getting up early all the time”, he thought, “it makes you stupid."
21,0.0260756192959582,0.0617456914024183,0.0379100653808429,0.0999523537103616,0.0620422883295187,1,0,1.790038763133568,0,You’ve got to get enough sleep.
22,0.0273794002607561,0.0562752664269361,0.0275516149068319,0.0921489179470403,0.0645973030402084,1,0,1.628850701057761,0,Other travelling salesmen live a life of luxury.
23,0.0286831812255541,0.0486025465838503,0.0100264530892446,0.0828280549199074,0.0728016018306628,1,0,1.3329986147617814,0,"For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts."
24,0.029986962190352,0.0500147106897672,0.0147260836874793,0.085953622098724,0.0712275384112447,1,0,1.4217737641285044,0,I ought to just try that with my boss; I’d get kicked out on the spot.
25,0.0312907431551499,0.0582129192546576,0.0150704118993132,0.0794291238966972,0.06435871199738401,1,0,1.3508073140710617,0,"But who knows, maybe that would be the best thing for me."
26,0.0325945241199478,0.0781927917620127,0.0369880712651188,0.0829561098398159,0.0459680385746971,1,0,1.5298565101337518,0,"If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel."
27,0.0338983050847457,0.0874987316116366,0.0575294148414507,0.0961379764628952,0.03860856162144449,1,0,2.008141945045019,0,He’d fall right off his desk!
28,0.0352020860495436,0.0859252598888514,0.0656324648577958,0.0920524092840786,0.0264199444262828,1,0,2.1968136736869988,0,"And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing."
29,0.0365058670143415,0.0789938999673085,0.0630142595619475,0.0801472180451118,0.01713295848316429,1,0,2.163582577480326,0,"Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do."
30,0.0378096479791395,0.0825420202680604,0.0581744687806465,0.0539594932984628,0.0285825269695976,1,0,2.5313273867496004,0,That’s when I’ll make the big change.
31,0.0391134289439374,0.0829262732919244,0.0395227394573385,0.0315434847989535,0.0513827884929709,1,0,2.5082793461706867,0,"First of all though, I’ve got to get up, my train leaves at five.”"
32,0.0404172099087353,0.1064784897025158,0.0284168355671784,0.0124250604772799,0.09405342922523591,1,0,2.6004317853956387,0,"And he looked over at the alarm clock, ticking on the chest of drawers."
33,0.0417209908735332,0.1323923471722769,0.0189756227525332,-0.0053159561948348,0.1377083033671117,1,0,2.70607531449648,0,“God in Heaven!”
36,0.0456323337679269,0.1002068617195149,-0.0004463059823471,-0.0426526413860733,0.1428595031055882,1,0,2.9388256280511915,0,He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung.
37,0.0469361147327249,0.0948264073226532,-0.002309522719843,-0.0397735959463872,0.1346000032690404,1,0,2.842624034357078,0,"Yes, but was it possible to quietly sleep through that furniture-rattling noise?"
38,0.0482398956975228,0.0635610755148733,-0.0182754037267078,-0.0519982052958477,0.115559280810721,1,0,2.907310708791682,0,"True, he had not slept peacefully, but probably all the more deeply because of that."
39,0.0495436766623207,0.0883856260215745,-0.019843664596273,-0.061598692383131,0.1499843184047055,1,0,2.8347571901352726,0,What should he do now?
46,0.0586701434159061,0.1069220921869879,-0.0039713501144164,-0.0361905099705782,0.1431126021575661,1,0,2.738195413067047,0,"And what’s more, would he have been entirely wrong in this case?"
47,0.059973924380704,0.1052444655116038,-0.0080977835894082,-0.033751961425302,0.13899642693690578,1,0,2.5973782603365416,0,"Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual."
48,0.0612777053455019,0.1101135305655429,-0.0075210689767897,-0.021366825760052,0.1314803563255949,1,0,2.38359131985443,0,"He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven."
49,0.0625814863102998,0.1224766851912374,-0.0110360542660999,-0.0101943837855507,0.1335127394573373,1,0,2.0967809136495204,0,There was a cautious knock at the door near his head.
50,0.0638852672750977,0.1225723308270661,-0.0063590127492644,0.0038176037920888,0.12893134357633051,1,0,1.9486202476501717,0,"“Gregor”, somebody called—it was his mother—“it’s quarter to seven."
51,0.0651890482398957,0.1221413958810053,-0.0140445897352074,0.0167710755148739,0.1361859856162127,1,0,1.5320272134078805,0,Didn’t you want to go somewhere?”
52,0.0664928292046936,0.1167858254331466,-0.0167924321673747,0.0281798365478911,0.1335782576005213,1,0,1.258743529538731,0,That gentle voice!
53,0.0677966101694915,0.0954377737822806,-0.0246055933311537,0.0419241157240923,0.1200433671134343,1,0,0.824671827315901,0,"Gregor was shocked when he heard his own voice answering, it could hardly be recognised as the voice he had had before."
54,0.0691003911342894,0.0661071199738468,-0.0270080745341611,0.047384380516508,0.0931151945080079,1,0,0.8434932226558476,0,"As if from deep inside him, there was a painful and uncontrollable squeaking mixed in with it, the words could be made out at first"
55,0.0704041720990873,0.0222577280156911,-0.0241726544622422,0.0487115233736509,0.0728841778358931,1,0,1.5264112742945815,0,"but then there was a sort of echo which made them unclear, leaving the hearer unsure whether he had heard properly or not."
56,0.0717079530638852,0.0002550474011114,-0.0236061229159853,0.0507280549199078,0.0743341778358931,1,0,1.8243707286964201,0,"Gregor had wanted to give a full answer and explain everything, but in the circumstances contented himself with saying: “Yes, mother, yes, thank-you, I’m getting up now.”"
57,0.0730117340286831,-0.005828450474011,-0.0218469826740762,0.0575856325596593,0.0794326152337355,1,0,1.8284868540055395,0,"The change in Gregor’s voice probably could not be noticed outside through the wooden door, as his mother was satisfied with this explanation and shuffled away."
58,0.074315514993481,-0.0202045668519121,-0.0336655508336053,0.060664171297809,0.0943297221314143,1,0,1.822303464031953,0,"But this short conversation made the other members of the family aware that Gregor, against their expectations was still at home, and soon his father came knocking at one of the side doors, gently, but with his fist."
59,0.075619295958279,0.0011998136645962,-0.0461423798626997,0.0701828407976454,0.1163252206603451,1,0,1.3346621258685143,0,"“Gregor, Gregor”, he called, “what’s wrong?”"
60,0.0769230769230769,0.0198102680614577,-0.0563877868584498,0.0718752795031047,0.1282630663615545,1,0,1.0314570960573377,0,And after a short while he called again with a warning deepness in his voice: “Gregor! Gregor!”
61,0.0782268578878748,0.0161864596273289,-0.0572803661327224,0.0723813729977107,0.1296617391304331,1,0,1.0751663214871094,0,At the other side door his sister came plaintively: “Gregor?
62,0.0795306388526727,0.0242843805165083,-0.0594616018306629,0.0684931546256938,0.1279547564563567,1,0,1.0280762677675819,0,Aren’t you well?
63,0.0808344198174706,0.0265765380843409,-0.0425164563582865,0.0647514808761025,0.10726793723438899,1,0,1.0632001606670816,0,Do you need anything?”
64,0.0821382007822685,0.031574298790454,-0.0261694998365475,0.0636583785550825,0.08982787839162999,1,0,1.069460844776167,0,"Gregor answered to both sides: “I’m ready, now”, making an effort to remove all the strangeness from his voice by enunciating very carefully and putting long pauses between each, individual word."
65,0.0834419817470664,0.0358483393265768,-0.0208466982674074,0.0653773651520096,0.086224063419417,1,0,1.0993581924901472,0,"His father went back to his breakfast, but his sister whispered: “Gregor, open the door, I beg of you.”"
66,0.0847457627118644,0.042090029421379,-0.0153467832625039,0.0540167865315455,0.0693635697940494,1,0,1.344559957167295,0,"Gregor, however, had no thought of opening the door, and instead congratulated himself for his cautious habit, acquired from his travelling, of locking all doors at night even when he was at home."
67,0.0860495436766623,0.0453885452762335,0.0011269499836547,0.0411465021248768,0.044261595292578795,1,0,1.9160137279958356,0,"The first thing he wanted to do was to get up in peace without being disturbed, to get dressed, and most of all to have his breakfast."
68,0.0873533246414602,0.0474592579274266,0.010894543968617,0.0443295881006859,0.0365647139588096,1,0,2.054764788747057,0,"Only then would he consider what to do next, as he was well aware that he would not bring his thoughts to any sensible conclusions by lying in bed."
69,0.0886571056062581,0.0506170676691723,0.0111779241582214,0.0381448054919903,0.0394391435109509,1,0,2.1286485566715854,0,"He remembered that he had often felt a slight pain in bed, perhaps caused by lying awkwardly, but that had always turned out to be pure imagination and he wondered how his imaginings would slowly resolve themselves today."
70,0.089960886571056,0.0462316508662956,0.0118423340961096,0.0506348610657071,0.0387925269695975,1,0,1.9791102141126742,0,"He did not have the slightest doubt that the change in his voice was nothing more than the first sign of a serious cold, which was an occupational hazard for travelling salesmen."
71,0.0912646675358539,0.0523545505067008,0.0157212553121933,0.0571832494279169,0.0414619941157236,1,0,1.8597515927452237,0,It was a simple matter to throw off the covers; he only had to blow himself up a little and they fell off by themselves.
72,0.0925684485006518,0.0433834488394895,0.0125522719843084,0.0633981170317089,0.0508458450474005,1,0,1.8031399184642014,0,"But it became difficult after that, especially as he was so exceptionally broad."
73,0.0938722294654498,0.0349926348479891,0.0083394540699573,0.0690796861719507,0.060740232101993405,1,0,1.723521323674335,0,"He would have used his arms and his hands to push himself up; but instead of them he only had all those little legs continuously moving in different directions, and which he was moreover unable to control."
74,0.0951760104302477,0.0488024092840791,0.0255055966001958,0.0761356914024181,0.0506300948022223,1,0,1.7918187832046373,0,"If he wanted to bend one of them, then that was the first one that would stretch itself out; and if he finally managed to do what he wanted with that leg, all the others seemed to be set free and would move about painfully."
75,0.0964797913950456,0.0527097515527943,0.0410407878391626,0.0827954004576648,0.0417546126185022,1,0,1.9950745626940762,0,"“This is something that can’t be done in bed”, Gregor said to himself, “so don’t keep trying to do it”."
76,0.0977835723598435,0.069095936580581,0.0321333703824775,0.092694524354363,0.060561153971885495,1,0,1.5480453286536895,0,"The first thing he wanted to do was get the lower part of his body out of the bed, but he had never seen this lower part, and could not imagine what it looked like; it turned out to be too hard to move; it went so slowly; and finally, almost in a frenzy, when he carelessly shoved himself forwards with all the force he could gather, he chose the wrong direction, hit hard against the lower bedpost, and learned from the burning pain he felt that the lower part of his body might well, at present, be the most sensitive."
77,0.0990873533246414,0.0817355475645625,0.0312855116050993,0.1043420660346505,0.0730565544295512,1,0,1.3970778913951751,0,"So then he tried to get the top part of his body out of the bed first, carefully turning his head to the side."
78,0.1003911342894393,0.0882234913370371,0.0037143184047073,0.1125600098071251,0.1088456914024178,1,0,0.7551091671065535,0,"This he managed quite easily, and despite its breadth and its weight, the bulk of his body eventually followed slowly in the direction of the head."
79,0.1016949152542372,0.1070801732592337,-0.0126721575678324,0.1204698594311851,0.1331420169990175,1,0,0.3735658294925725,0,"But when he had at last got his head out of the bed and into the fresh air it occurred to him that if he let himself fall it would be a miracle if his head were not injured, so he became afraid to carry on pushing himself forward the same way."
81,0.1043024771838331,0.1259867571101651,-0.0141801699901927,0.1045754364171284,0.1401669271003578,1,0,0.33845321017436786,0,"It took just as much effort to get back to where he had been earlier, but when he lay there sighing, and was once more watching his legs as they struggled against each other even harder than before, if that was possible, he could think of no way of bringing peace and order to this chaos."
82,0.105606258148631,0.1219352173913028,-0.0060422066034651,0.0960170317097078,0.12797742399476789,1,0,0.5279378630769035,0,He told himself once more that it was not possible for him to stay in bed and that the most sensible thing to do would be to get free of it in whatever way he could at whatever sacrifice.
83,0.1069100391134289,0.1062343020594952,-0.0022177672441974,0.0741670513239611,0.1084520693036926,1,0,0.7544284783119116,0,"At the same time, though, he did not forget to remind himself that calm consideration was much better than rushing to desperate conclusions."
84,0.1082138200782268,0.0956898921216071,-0.0010131088591043,0.0605457077476292,0.0967030009807114,1,0,1.0323721957626149,0,"At times like this he would direct his eyes to the window and look out as clearly as he could, but unfortunately, even the other side of the narrow street was enveloped in morning fog and the view had little confidence or cheer to offer him."
85,0.1095176010430247,0.0816737299771156,-0.0051183425956194,0.043072827721477,0.086792072572735,1,0,1.2573396867189688,0,"“Seven o’clock, already”, he said to himself when the clock struck again, “seven o’clock, and there’s still a fog like this.”"
86,0.1108213820078226,0.0505680222294861,0.0009908434128799,0.0314209610983977,0.0495771788166062,1,0,2.015523692693715,0,"And he lay there quietly a while longer, breathing lightly as if he perhaps expected the total stillness to bring things back to their real and natural state."
87,0.1121251629726206,0.0167343674403397,0.0055681758744686,0.01654977443609,0.011166191565871099,1,0,2.8897034512375246,0,But then he said to himself: “Before it strikes quarter past seven I’ll definitely have to have got properly out of bed.
88,0.1134289439374185,-0.0046205491990846,0.0030033605753513,0.00970463877084,0.014325187969924599,1,1,3.2678540712611754,2,"And by then somebody will have come round from work to ask what’s happened to me as well, as they open up at work before seven o’clock.”"
89,0.1147327249022164,-0.004090921869892,0.0072712880026151,0.0114929584831642,0.0155838803530562,1,1,3.3266753337638497,2,And so he set himself to the task of swinging the entire length of his body out of the bed all at the same time.
90,0.1160365058670143,-0.0083587806472702,0.0069422589081398,0.0287773586139257,0.037136139261195904,1,1,3.0643304990014317,2,If he succeeded in falling out of bed in this way and kept his head raised as he did so he could probably avoid injuring it.
91,0.1173402868318122,0.000583239620791,0.0252762046420395,0.0440411114743374,0.043457871853546395,1,1,3.080426610439966,2,"His back seemed to be quite hard, and probably nothing would happen to it falling onto the carpet."
92,0.1186440677966101,0.005845155279503,0.0435448087610324,0.0528384897025165,0.0469933344230135,1,1,3.267449281042156,2,"His main concern was for the loud noise he was bound to make, and which even through all the doors would probably raise concern if not alarm."
93,0.119947848761408,0.008337933965348,0.0628396502124869,0.0545108532200058,0.0545017162471389,1,1,3.6495763296226866,2,But it was something that had to be risked.
94,0.121251629726206,0.0251336744033995,0.0787443020594956,0.0515057306309245,0.0536106276560961,1,1,3.829414378358925,2,"When Gregor was already sticking half way out of the bed—the new method was more of a game than an effort, all he had to do was rock back and forth—it occurred to him how simple everything would be if somebody came to help him."
95,0.1225554106910039,0.0252514318404704,0.0716234324942783,0.0434464825106238,0.0463720006538079,1,1,3.8097430445103155,2,"Two strong people—he had his father and the maid in mind—would have been more than enough; they would only have to push their arms under the dome of his back, peel him away from the bed, bend down with the load and then be patient and careful as he swang over onto the floor, where, hopefully, the little legs would find a use."
96,0.1238591916558018,0.0366725433148083,0.0566273291925458,0.043601562602157,0.019954785877737503,1,1,3.2907078774804743,2,"Should he really call for help though, even apart from the fact that all the doors were locked?"
97,0.1251629726205997,0.0506909970578614,0.0484685681595286,0.0451059594638765,0.005585037593984897,1,0,2.8681362995998585,0,"Despite all the difficulty he was in, he could not suppress a smile at this thought."
98,0.1264667535853976,0.0750700294213786,0.0231502517162468,0.0617384537430525,0.051919777705131794,1,0,1.6169727540670735,0,After a while he had already moved so far across that it would have been hard for him to keep his balance if he rocked too hard.
99,0.1277705345501955,0.1048383099051964,0.0227594834913367,0.0630949950964359,0.08207882641385969,1,0,1.539125443169001,0,The time was now ten past seven and he would have to make a final decision very soon.
100,0.1290743155149935,0.1377323602484455,0.0182866230794374,0.0721326708074524,0.11944573716900811,1,0,1.2691758244051978,0,Then there was a ring at the door of the flat.
101,0.1303780964797914,0.1499695292579255,0.0105248839490027,0.0820639228506037,0.1394446453089228,1,0,0.9136866375256865,0,"“That’ll be someone from work”, he said to himself, and froze very still, although his little legs only became all the more lively as they danced around."
115,0.1486310299869621,0.045801487414187,-0.0509765086629611,0.096061556064072,0.1470380647270331,1,0,0.47187963928460785,0,"But as if in gruff reply to this question, the chief clerk’s firm footsteps in his highly polished boots could now be heard in the adjoining room."
116,0.1499348109517601,0.0652463354037258,-0.0480019221967957,0.0945041320693025,0.1425060542660982,1,0,0.18752172673103892,0,"From the room on his right, Gregor’s sister whispered to him to let him know: “Gregor, the chief clerk is here.”"
117,0.151238591916558,0.0872729682902898,-0.0438436384439354,0.0887241811049351,0.1325678195488705,1,0,0.0,0,"“Yes, I know”, said Gregor to himself; but without daring to raise his voice loud enough for his sister to hear him."
118,0.1525423728813559,0.0976726904217052,-0.0394913828048377,0.0800049885583514,0.1371640732265429,1,0,0.030340610036135918,0,"“Gregor”, said his father now from the room to his left, “the chief clerk has come round and wants to know why you didn’t leave on the early train."
130,0.1681877444589309,0.0578634455704471,-0.0714700032690413,0.0071380156914023,0.12933344883948839,1,0,1.6626310700284894,0,His idea of relaxation is working with his fretsaw.
131,0.1694915254237288,0.0469871493952266,-0.0709134749918265,0.0147727983000978,0.1179006243870531,1,0,1.681617870247139,0,"He’s made a little frame, for instance, it only took him two or three evenings, you’ll be amazed how nice it is; it’s hanging up in his room; you’ll see it as soon as Gregor opens the door."
132,0.1707953063885267,0.0368799738476621,-0.0597875514874134,0.0367505557371685,0.0966675253350755,1,0,1.426223884867773,0,"Anyway, I’m glad you’re here; we wouldn’t have been able to get Gregor to open the door by ourselves; he’s so stubborn; and I’m sure he isn’t"
133,0.1720990873533246,0.0234231938542004,-0.0547129355998685,0.0427256260215751,0.0974385616214436,1,0,1.5133959555825371,0,"well, he said this morning that he is, but he isn’t.”"
134,0.1734028683181225,0.0415501340307284,-0.0406215593331149,0.0336469140241904,0.0821716933638433,1,0,1.4148670947143884,0,"“I’ll be there in a moment”, said Gregor slowly and thoughtfully, but without moving so that he would not miss any word of the conversation."
135,0.1747066492829204,0.0322972703497871,-0.0271870317097087,0.0430698594311861,0.0702568911408948,1,0,1.4129087831963245,0,"“Well I can’t think of any other way of explaining it, Mrs. Samsa”, said the chief clerk, “I hope it’s nothing serious."
136,0.1760104302477183,0.0291982052958479,-0.0237149624060147,0.040686332134684,0.0644012945406987,1,0,1.5828004491416663,0,"But on the other hand, I must say that if we people in commerce ever become slightly unwell then, fortunately or unfortunately as you like, we simply have to overcome it because of business considerations.”"
137,0.1773142112125162,0.0246281987577636,-0.0157574239947693,0.0485052468126832,0.0642626708074525,1,0,1.6914708004752605,0,"“Can the chief clerk come in to see you now then?”, asked his father impatiently, knocking at the door again."
138,0.1786179921773142,0.0138672638117029,-0.0219216475972537,0.0419790487087278,0.0639006963059815,1,0,1.8250370379716405,0,"“No”, said Gregor."
139,0.1799217731421121,0.0330058450474006,-0.0282232134684534,0.0602766132723104,0.0884998267407638,1,0,1.0627486056151205,0,In the room on his right there followed a painful silence; in the room on his left his sister began to cry.
140,0.18122555410691,0.0641717195161809,-0.0300458025498525,0.0678977901274918,0.09794359267734429,1,0,0.4556935292527211,0,So why did his sister not go and join the others?
141,0.1825293350717079,0.0915433769205611,-0.0368412324288979,0.0738625596600186,0.128384609349459,1,0,0.1430283641880259,0,She had probably only just got up and had not even begun to get dressed.
142,0.1838331160365058,0.1122499378881973,-0.0351533899967305,0.0793566949983645,0.1474033278849278,1,0,0.04223407213642778,0,And why was she crying?
150,0.1942633637548891,0.1056221412226204,-0.0313739849624056,0.0591248185681587,0.136996126185026,1,0,0.4134039716882583,0,"The chief clerk now raised his voice, “Mr. Samsa”, he called to him, “what is wrong?"
151,0.195567144719687,0.092125406995749,-0.0524744328211827,0.0600962209872499,0.1445998398169317,1,0,0.39558282002383915,0,"You barricade yourself in your room, give us no more than yes or no for an answer, you are causing serious and unnecessary concern to your parents and you fail—and I mention this just by the way—you fail to carry out your business duties in a way that is quite unheard of."
152,0.196870925684485,0.0693927721477598,-0.0608292971559325,0.0614816900948014,0.1302220693036923,1,0,0.4970502765220166,0,"I’m speaking here on behalf of your parents and of your employer, and really must request a clear and immediate explanation."
153,0.1981747066492829,0.0429906570774757,-0.0778264073226535,0.0457004184373972,0.1235268257600507,1,0,1.1726700021832588,0,"I am astonished, quite astonished."
154,0.1994784876140808,0.0299285681595288,-0.0767379699248111,0.0319093527296497,0.10864732265446081,1,0,1.6166957025377906,0,"I thought I knew you as a calm and sensible person, and now you suddenly seem to be showing off with peculiar whims."
155,0.2007822685788787,0.014811327231121,-0.0824322000653798,0.0351709382151025,0.1176031382804823,1,0,1.7779310927964636,0,"This morning, your employer did suggest a possible reason for your failure to appear, it’s true—it had to do with the money that was recently entrusted to you—but I came near to giving him my word of honour that that could not be the right explanation."
156,0.2020860495436766,0.0130324910101338,-0.0891531513566514,0.0213013239620788,0.1104544753187302,1,0,2.0583935981169574,0,But now that I see your incomprehensible stubbornness I no longer feel any wish whatsoever to intercede on your behalf.
157,0.2033898305084745,0.0269774501471065,-0.0845577901274916,0.0357272213141545,0.12028501144164609,1,0,1.589810472083428,0,And nor is your position all that secure.
158,0.2046936114732724,0.0460769369074855,-0.0791539163125195,0.0374971853546905,0.125230853220005,1,0,1.2780316580640239,0,"I had originally intended to say all this to you in private, but since you cause me to waste my time here for no good reason I don’t see why your parents should not also learn of it."
159,0.2059973924380704,0.059880954560313,-0.0725076495586784,0.0499330271330494,0.1323886041189914,1,0,0.8480187903384104,0,"Your turnover has been very unsatisfactory of late; I grant you that it’s not the time of year to do especially good business, we recognise that; but there simply is no time of year to do no business at all, Mr. Samsa, we cannot allow there to be.”"
160,0.2073011734028683,0.0603989408303359,-0.0745231088591034,0.0384949591369723,0.1349220496894393,1,0,1.050284327997275,0,"“But Sir”, called Gregor, beside himself and forgetting all else in the excitement, “I’ll open up immediately, just a moment."
161,0.2086049543676662,0.0526795259888845,-0.0655671951618168,0.024612056227525,0.11824672115070131,1,0,1.4178645631972109,0,"I’m slightly unwell, an attack of dizziness, I haven’t been able to get up."
162,0.2099087353324641,0.0649649101013395,-0.0539607551487407,0.0181773782281789,0.11892566525008019,1,0,1.3562546421969628,0,I’m still in bed now.
163,0.211212516297262,0.0694908041843731,-0.0446738542007186,0.003160594965675,0.11416465838509171,1,0,1.5655636506554722,0,"I’m quite fresh again now, though."
164,0.2125162972620599,0.0604252566198096,-0.0423197940503427,-0.0199825988885254,0.1027450506701523,1,0,2.122716904003818,0,I’m just getting out of bed.
165,0.2138200782268579,0.0439436809414835,-0.0280429846355014,-0.035579146779993,0.07952282772147651,1,0,2.6655424653006508,0,It’s not quite as easy as I’d thought.
166,0.2151238591916558,0.0241447989539061,-0.0131230075187968,-0.0500582706766911,0.0742030696305972,1,1,3.5681060972012157,3,"I’m quite alright now, though."
167,0.2164276401564537,0.0262831153971882,-0.0167201176855179,-0.0552078849297149,0.0814910003269031,1,1,3.547554273789058,3,"It’s shocking, what can suddenly happen to a person!"
168,0.2177314211212516,0.0127391598561619,-0.0042767799934618,-0.0532097678980052,0.06594892775416711,1,1,3.998692715229219,3,"I was quite alright last night, my parents know about it, perhaps better than me, I had a small symptom of it last night already."
169,0.2190352020860495,0.0092314677999344,-0.0126054789146778,-0.0544219614253017,0.0636534292252361,1,1,3.8783014745117415,3,They must have noticed it.
170,0.2203389830508474,0.0093330369401763,-0.0083022164105916,-0.0354019614253019,0.0447349983654782,1,1,3.628076415313425,3,I don’t know why I didn’t let you know at work!
171,0.2216427640156453,0.0096769271003594,-0.0087594311866622,-0.0205061654135336,0.030183092513893,1,1,3.3391263708532986,3,But you always think you can get over an illness without staying at home.
172,0.2229465449804432,-0.0059775187969924,-0.0030199934619156,-0.0121496894409936,0.009129695979078,1,1,3.5483852106480747,3,"Please, don’t make my parents suffer!"
173,0.2242503259452412,-0.01559759071592,0.0020110657077475,-0.0087653252696959,0.0176086564236675,1,1,3.7441219059511828,3,There’s no basis for any of the accusations you’re making; nobody’s ever said a word to me about any of these things.
174,0.2255541069100391,-0.0060043837855507,0.0044806309251388,-0.0013314776070611,0.010485014710689501,1,1,3.524954187350806,3,Maybe you haven’t read the latest contracts I sent in.
175,0.226857887874837,0.0051469663288655,-0.0009902222948676,0.0040807518796991,0.0061371886237331,1,1,3.1352036549831883,3,"I’ll set off with the eight o’clock train, as well, these few hours of rest have given me strength."
176,0.2281616688396349,0.0206080124223599,-0.003861667211507,0.0096116639424647,0.024469679633866898,1,0,2.740776310784004,0,"You don’t need to wait, sir; I’ll be in the office soon after you, and please be so good as to tell that to the boss and recommend me to him!”"
177,0.2294654498044328,0.0453331088591037,-0.0045752925792742,0.0263703988231444,0.0499084014383779,1,0,2.055132577435298,0,"And while Gregor gushed out these words, hardly knowing what he was saying, he made his way over to the chest of drawers—this was easily done, probably because of the practise he had already had in bed—where he now tried to get himself upright."
178,0.2307692307692307,0.0730625040863018,-0.0067969107551486,0.0295839784243213,0.0798594148414504,1,0,1.5389390337706692,0,"He really did want to open the door, really did want to let them see him and to speak with the chief clerk; the others were being so insistent, and he was curious to learn what they would say when they caught sight of him."
179,0.2320730117340286,0.0750319646943436,-0.0179179208891792,0.0284095161817583,0.0929498855835228,1,0,1.2727424185683067,0,If they were shocked then it would no longer be Gregor’s responsibility and he could rest.
180,0.2333767926988265,0.0938014089571744,-0.0258892938868908,0.0237811212814642,0.1196907028440652,1,0,1.1276297886208078,0,"If, however, they took everything calmly he would still have no reason to be upset, and if he hurried he really could be at the station for eight o’clock."
