Window_ID,Narrative_Progress,Valence_Ridge_Smooth,Arousal_Ridge_Smooth,Dominance_Ridge_Smooth,VAD_range,Convergence,Entrapment,Entr_Index,Episode_ID,Center_Sentence
50,0.0638852672750977,-0.0388220101412247,-0.0825204159638214,-0.0752167153193801,0.043698405822596695,1,0,0.32779307485175607,0,"“Gregor”, somebody called—it was his mother—“it’s quarter to seven."
51,0.0651890482398957,0.0044122898943409,-0.0661275936031828,-0.0372479648681565,0.07053988349752369,1,0,0.3196301966938879,0,Didn’t you want to go somewhere?”
52,0.0664928292046936,0.0231841469330308,-0.0593748799759318,-0.003723119071649,0.08255902690896261,1,0,0.36371405533075046,0,That gentle voice!
53,0.0677966101694915,0.0202726512130021,-0.0436779019727581,-0.0081434649905178,0.0639505531857602,1,0,0.46618891173889265,0,"Gregor was shocked when he heard his own voice answering, it could hardly be recognised as the voice he had had before."
54,0.0691003911342894,-0.0074481549549477,-0.013932121466101,-8.35537116446964e-05,0.013848567754456304,1,0,0.6603788115751222,0,"As if from deep inside him, there was a painful and uncontrollable squeaking mixed in with it, the words could be made out at first"
55,0.0704041720990873,-0.0715588663243285,0.0162653158455062,-0.0236867411818989,0.08782418216983469,1,0,1.148880237900701,0,"but then there was a sort of echo which made them unclear, leaving the hearer unsure whether he had heard properly or not."
60,0.0769230769230769,-0.1133557452195185,-0.0014344205983632,-0.0586395005860832,0.1119213246211553,1,0,1.2582723225594155,0,And after a short while he called again with a warning deepness in his voice: “Gregor! Gregor!”
61,0.0782268578878748,-0.0968349899933912,-0.0238796795866637,-0.0631687064022158,0.0729553104067275,1,0,1.0228314841725537,0,At the other side door his sister came plaintively: “Gregor?
62,0.0795306388526727,-0.0934507677927675,-0.0804044953871651,-0.0980329354564291,0.017628440069264006,1,0,0.6356064017248043,0,Aren’t you well?
63,0.0808344198174706,-0.0923528385936353,-0.1067871647263094,-0.1170927607480223,0.024739922154387,1,0,0.45746314661790416,0,Do you need anything?”
64,0.0821382007822685,-0.0849885410130203,-0.1050631859990986,-0.1332496974255536,0.0482611564125333,1,0,0.5202842245420989,0,"Gregor answered to both sides: “I’m ready, now”, making an effort to remove all the strangeness from his voice by enunciating very carefully and putting long pauses between each, individual word."
65,0.0834419817470664,-0.0762239872416591,-0.1111983683273236,-0.1428384945495569,0.06661450730789781,1,0,0.5091560807615828,0,"His father went back to his breakfast, but his sister whispered: “Gregor, open the door, I beg of you.”"
66,0.0847457627118644,-0.0641888990321156,-0.1175926734226607,-0.1631632747372757,0.09897437570516011,1,0,0.5802820073387327,0,"Gregor, however, had no thought of opening the door, and instead congratulated himself for his cautious habit, acquired from his travelling, of locking all doors at night even when he was at home."
67,0.0860495436766623,-0.0339167787346055,-0.1288913251791315,-0.1589079459069016,0.12499116717229611,1,0,0.3835954066334138,0,"The first thing he wanted to do was to get up in peace without being disturbed, to get dressed, and most of all to have his breakfast."
68,0.0873533246414602,-0.0365625832908169,-0.1127489223560513,-0.1566884106341103,0.12012582734329338,1,0,0.39549248672967663,0,"Only then would he consider what to do next, as he was well aware that he would not bring his thoughts to any sensible conclusions by lying in bed."
69,0.0886571056062581,-0.0552578464298994,-0.0962640229282549,-0.1664833803961033,0.11122553396620391,1,0,0.681454207570547,0,"He remembered that he had often felt a slight pain in bed, perhaps caused by lying awkwardly, but that had always turned out to be pure imagination and he wondered how his imaginings would slowly resolve themselves today."
70,0.089960886571056,-0.0765392399420717,-0.0817685093467021,-0.1604806481086942,0.0839414081666225,1,0,0.8429818118158021,0,"He did not have the slightest doubt that the change in his voice was nothing more than the first sign of a serious cold, which was an occupational hazard for travelling salesmen."
71,0.0912646675358539,-0.0963926902397037,-0.0558034336866013,-0.155179919125148,0.0993764854385467,1,0,1.0772723238150677,0,It was a simple matter to throw off the covers; he only had to blow himself up a little and they fell off by themselves.
72,0.0925684485006518,-0.1364151994755884,-0.0553057002818223,-0.1581560095437838,0.10285030926196151,1,0,1.3195311631932167,0,"But it became difficult after that, especially as he was so exceptionally broad."
73,0.0938722294654498,-0.1644167525443494,-0.0302086568621098,-0.161596960267254,0.1342080956822396,1,0,1.66137693458049,0,"He would have used his arms and his hands to push himself up; but instead of them he only had all those little legs continuously moving in different directions, and which he was moreover unable to control."
77,0.0990873533246414,-0.1441194329729841,-0.0103597267195653,-0.1450352550256795,0.13467552830611418,1,0,1.5502937494341793,0,"So then he tried to get the top part of his body out of the bed first, carefully turning his head to the side."
78,0.1003911342894393,-0.0872066019406764,-0.1337426507692669,-0.161569732456579,0.07436313051590258,1,0,0.6915124420497185,0,"This he managed quite easily, and despite its breadth and its weight, the bulk of his body eventually followed slowly in the direction of the head."
104,0.1342894393741851,0.0715735920644915,0.0623295533776168,-0.0267625888721266,0.0983361809366181,1,0,1.1582392390710612,0,"But then of course, the maid’s firm steps went to the door as ever and opened it."
105,0.135593220338983,-0.0065065034247761,0.0172351874093254,-0.0456209000761439,0.06285608748546931,1,0,0.8638488999572159,0,Gregor only needed to hear the visitor’s first words of greeting and he knew who it was—the chief clerk himself.
106,0.1368970013037809,-0.0858597927621758,-0.0452781262691545,-0.0738411420659707,0.0405816664930213,1,0,0.8240695389719418,0,Why did Gregor have to be the only one condemned to work for a company where they immediately became highly suspicious at the slightest shortcoming?
107,0.1382007822685788,-0.1404757883707814,-0.1010779400744888,-0.0874292334933194,0.053046554877462,1,0,0.7537218802676731,0,"Were all employees, every one of them, louts, was there not one of them who was faithful and devoted who would go so mad with pangs of conscience that he couldn’t get out of bed if he didn’t spend at least a couple of hours in the morning on company business?"
108,0.1395045632333768,-0.1714246606748943,-0.1482379183973265,-0.0948742490387216,0.07655041163617271,1,0,0.8288186476317788,0,"Was it really not enough to let one of the trainees make enquiries—assuming enquiries were even necessary—did the chief clerk have to come himself, and did they have to show the whole, innocent family that this was so suspicious that only the chief clerk could be trusted to have the wisdom to investigate it?"
109,0.1408083441981747,-0.2121985247306897,-0.1474646918588866,-0.0840806671037368,0.1281178576269529,1,0,1.0482545914588903,0,"And more because these thoughts had made him upset than through any proper decision, he swang himself with all his force out of the bed."
115,0.1486310299869621,-0.1766368137229846,-0.1213443293459954,-0.0339455596929708,0.1426912540300138,1,0,0.8568693058160006,0,"But as if in gruff reply to this question, the chief clerk’s firm footsteps in his highly polished boots could now be heard in the adjoining room."
116,0.1499348109517601,-0.1313332280058223,-0.1237695302190709,-0.0428661627816131,0.08846706522420922,1,0,0.6130553990203567,0,"From the room on his right, Gregor’s sister whispered to him to let him know: “Gregor, the chief clerk is here.”"
117,0.151238591916558,-0.093508198865222,-0.127639611930277,-0.0395203570245561,0.08811925490572091,1,0,0.409489434352461,0,"“Yes, I know”, said Gregor to himself; but without daring to raise his voice loud enough for his sister to hear him."
118,0.1525423728813559,-0.0562805783121689,-0.1156261207449992,-0.0176652402487033,0.0979608804962959,1,0,0.20913859094654472,0,"“Gregor”, said his father now from the room to his left, “the chief clerk has come round and wants to know why you didn’t leave on the early train."
119,0.1538461538461538,-0.0189317052897115,-0.1456708687181916,-0.0208182407968685,0.1267391634284801,1,0,0.00813519349206702,0,We don’t know what to say to him.
153,0.1981747066492829,-0.4687317806558508,-0.204486774982734,-0.2882330231794741,0.2642450056731168,0,1,3.7499501334337544,2,"I am astonished, quite astonished."
154,0.1994784876140808,-0.4455968629678059,-0.2553665575946717,-0.2991803986120515,0.19023030537313418,0,1,3.7123174567729125,2,"I thought I knew you as a calm and sensible person, and now you suddenly seem to be showing off with peculiar whims."
155,0.2007822685788787,-0.4412605614957658,-0.2738266934650719,-0.3048183093150055,0.16743386803069393,0,1,3.7337208258805576,2,"This morning, your employer did suggest a possible reason for your failure to appear, it’s true—it had to do with the money that was recently entrusted to you—but I came near to giving him my word of honour that that could not be the right explanation."
156,0.2020860495436766,-0.3850656461937841,-0.3409225712693156,-0.2948123838005952,0.09025326239318887,1,0,3.351888837828901,0,But now that I see your incomprehensible stubbornness I no longer feel any wish whatsoever to intercede on your behalf.
157,0.2033898305084745,-0.3175562203704712,-0.3564805257511314,-0.2727739984214019,0.08370652732972955,1,0,2.813679470245834,0,And nor is your position all that secure.
158,0.2046936114732724,-0.2533925611974202,-0.378000065612463,-0.2692341264331179,0.12460750441504281,1,0,2.4402736845145947,0,"I had originally intended to say all this to you in private, but since you cause me to waste my time here for no good reason I don’t see why your parents should not also learn of it."
159,0.2059973924380704,-0.2078633857816726,-0.3370309262327874,-0.2474749608780645,0.1291675404511148,1,0,2.022572962868719,0,"Your turnover has been very unsatisfactory of late; I grant you that it’s not the time of year to do especially good business, we recognise that; but there simply is no time of year to do no business at all, Mr. Samsa, we cannot allow there to be.”"
164,0.2125162972620599,-0.2268106017029417,-0.2767388708511928,-0.3332591457094501,0.10644854400650838,1,0,2.805294463358762,0,I’m just getting out of bed.
165,0.2138200782268579,-0.308205457649375,-0.2126941821273315,-0.3719877032645247,0.1592935211371932,0,1,3.5506792258467477,3,It’s not quite as easy as I’d thought.
166,0.2151238591916558,-0.4024002097138124,-0.1791761198579444,-0.4080935275975483,0.2289174077396039,0,1,4.344137159338528,3,"I’m quite alright now, though."
167,0.2164276401564537,-0.4410989076940985,-0.1626424418312324,-0.4250208256975003,0.2784564658628661,0,1,4.6867338335626645,3,"It’s shocking, what can suddenly happen to a person!"
168,0.2177314211212516,-0.4452783472314739,-0.1393412517681432,-0.4009448126452826,0.3059370954633307,0,1,4.518168264305725,3,"I was quite alright last night, my parents know about it, perhaps better than me, I had a small symptom of it last night already."
169,0.2190352020860495,-0.4663592109236786,-0.168853500461549,-0.3956717149679929,0.2975057104621296,0,1,4.589775458211672,3,They must have noticed it.
170,0.2203389830508474,-0.4422200574883884,-0.1523597105964877,-0.3515364946739601,0.28986034689190066,0,1,4.10962297068843,3,I don’t know why I didn’t let you know at work!
171,0.2216427640156453,-0.4446372663174117,-0.1176085477489653,-0.3143449070071504,0.3270287185684464,0,1,3.8274930845498067,3,But you always think you can get over an illness without staying at home.
172,0.2229465449804432,-0.446229678076017,-0.0701866862286468,-0.253161713345769,0.3760429918473702,0,1,3.643666906002333,3,"Please, don’t make my parents suffer!"
173,0.2242503259452412,-0.4564926043334207,-0.051760551140038,-0.2305310149989134,0.4047320531933827,0,1,3.639602467303879,3,There’s no basis for any of the accusations you’re making; nobody’s ever said a word to me about any of these things.
174,0.2255541069100391,-0.4225812338916067,-0.0394734117674662,-0.2115365308997124,0.38310782212414046,0,1,3.3865800528713152,3,Maybe you haven’t read the latest contracts I sent in.
177,0.2294654498044328,-0.1917193122585616,-0.0764469750476403,-0.162409043379781,0.1152723372109213,1,0,1.5128992601995677,0,"And while Gregor gushed out these words, hardly knowing what he was saying, he made his way over to the chest of drawers—this was easily done, probably because of the practise he had already had in bed—where he now tried to get himself upright."
178,0.2307692307692307,-0.1131247445507415,-0.0996231576863173,-0.158376585146585,0.05875342746026771,1,0,0.9066190449960403,0,"He really did want to open the door, really did want to let them see him and to speak with the chief clerk; the others were being so insistent, and he was curious to learn what they would say when they caught sight of him."
179,0.2320730117340286,-0.0687000952507584,-0.1190570182720779,-0.1701396566551692,0.1014395614044108,1,0,0.659922273378003,0,If they were shocked then it would no longer be Gregor’s responsibility and he could rest.
186,0.241199478487614,-0.1330426025279544,-0.1841584208679259,-0.2437630890326343,0.11072048650467989,1,0,1.5904479580712885,0,"the chief clerk asked his parents, “surely he’s not trying to make fools of us”."
187,0.242503259452412,-0.1622160294060595,-0.1257066256218995,-0.2217881291630964,0.0960815035411969,1,0,1.5730677022248059,0,"“Oh, God!” called his mother, who was already in tears, “he could be seriously ill and we’re making him suffer."
188,0.2438070404172099,-0.1644800964154675,-0.0523446153626497,-0.1779186463141174,0.1255740309514677,1,0,1.646730173634614,0,“Mother?” his sister called from the other side.
196,0.2542372881355932,0.0160446326613994,0.1026222548864942,-0.0246017469874427,0.1272240018739369,1,0,1.4212827880002576,0,How had his sister managed to get dressed so quickly?
197,0.2555410691003911,0.050744227942623,0.048881698683532,-0.0667995342935465,0.1175437622361695,1,0,1.0704473737518083,0,There was no sound of the door banging shut again; they must have left it open; people often do in homes where something awful has happened.
206,0.2672750977835723,-0.0236565978021211,-0.1402126788793418,-0.0441843930421188,0.11655608107722071,1,0,0.033563522936719825,0,Gregor slowly pushed his way over to the door with the chair.
207,0.2685788787483703,-0.0653084051606839,-0.1132343529110706,-0.0317462834012917,0.08148806950977891,1,0,0.2698266788892343,0,"Once there he let go of it and threw himself onto the door, holding himself upright against it using the adhesive on the tips of his legs."
208,0.2698826597131681,-0.0469081872482311,-0.0949551866625141,0.0079869038591921,0.10294209052170619,1,0,0.2901329653365276,0,He rested there a little while to recover from the effort involved and then set himself to the task of turning the key in the lock with his mouth.
209,0.2711864406779661,-0.0519638729853176,-0.1032612948206823,0.0149810975536229,0.1182423923743052,1,0,0.2631166396026762,0,"He seemed, unfortunately, to have no proper teeth—how was he, then, to grasp the key?—but the lack of teeth was, of course, made up for with a very strong jaw; using the jaw, he really was able to start the key turning, ignoring the fact that he must have been causing some kind of damage as a brown fluid came from his mouth, flowed over the key and dripped onto the floor."
210,0.272490221642764,-0.0803416032437255,-0.0931853011071466,0.0243423774341577,0.1175276785413043,1,0,0.4816186114792066,0,"“Listen”, said the chief clerk in the next room, “he’s turning the key.”"
211,0.2737940026075619,-0.0788697557059241,-0.0972852578746516,0.0171959368623462,0.1144811947369978,1,0,0.4469316330709987,0,"Gregor was greatly encouraged by this; but they all should have been calling to him, his father and his mother too: “Well done, Gregor”, they should have cried, “keep at it, keep hold of the lock!”"
212,0.2750977835723598,-0.0619159263597343,-0.0840886963739001,0.0275990549534624,0.1116877513273625,1,0,0.44184120619678613,0,"And with the idea that they were all excitedly following his efforts, he bit on the key with all his strength, paying no attention to the pain he was causing himself."
213,0.2764015645371577,-0.049498683583915,-0.0433622649589188,0.0427056264476897,0.0922043100316047,1,0,0.6408894196245289,0,"As the key turned round he turned around the lock with it, only holding himself upright with his mouth, and hung onto the key or pushed it down again with the whole weight of his body as needed."
214,0.2777053455019556,-0.0512217399851455,-0.004127996053331,0.0440376028089726,0.0952593427941181,1,0,0.9062962939906072,0,"The clear sound of the lock as it snapped back was Gregor’s sign that he could break his concentration, and as he regained his breath he said to himself: “So, I didn’t need the locksmith after all”."
215,0.2790091264667536,-0.0663676457969757,0.0335648761877689,0.0337023918132405,0.1000700376102162,1,0,1.2338792566858447,0,Then he lay his head on the handle of the door to open it completely.
216,0.2803129074315515,-0.0934893814426716,0.0374910989663601,-0.0042564628396734,0.1309804804090317,1,0,1.4054740852626078,0,"Because he had to open the door in this way, it was already wide open before he could be seen."
220,0.2855280312907431,-0.1550832617846452,-0.0292598286460339,-0.1129539469357453,0.1258234331386113,1,0,1.3011875151876384,0,"Gregor’s mother, her hair still dishevelled from bed despite the chief clerk’s being there, looked at his father."
221,0.286831812255541,-0.1622630150019908,-0.0653354692844901,-0.1460869912668221,0.0969275457175007,1,0,1.297385595680452,0,"Then she unfolded her arms, took two steps forward towards Gregor and sank down onto the floor into her skirts that spread themselves out around her as her head disappeared down onto her breast."
222,0.288135593220339,-0.1585631347077156,-0.0753472441702039,-0.138187733909035,0.0832158905375117,1,0,1.1494280073724104,0,"His father looked hostile, and clenched his fists as if wanting to knock Gregor back into his room."
223,0.2894393741851369,-0.1381445891385496,-0.0958588849211202,-0.1257285263782687,0.0422857042174294,1,0,0.8067617028902959,0,"Then he looked uncertainly round the living room, covered his eyes with his hands and wept so that his powerful chest shook."
224,0.2907431551499348,-0.0742666624466952,-0.1221585643172356,-0.047854361349936,0.07430420296729959,1,0,0.305935728995879,0,"So Gregor did not go into the room, but leant against the inside of the other door which was still held bolted in place."
232,0.3011734028683181,-0.0302319146081406,-0.1383003561266405,-0.1450372772457516,0.11480536263761101,1,0,0.2536917518861038,0,"You can see”, he said to the chief clerk, “that I’m not stubborn and I like to do my job; being a commercial traveller is arduous but without travelling I couldn’t earn my living."
233,0.302477183833116,-0.0812561902838336,-0.0926049920045566,-0.162623174947658,0.08136698466382439,1,0,0.8146257042945082,0,"So where are you going, in to the office?"
234,0.3037809647979139,-0.1756948138684275,-0.0488703364726173,-0.19745630050037,0.1485859640277527,1,0,1.884810148407519,0,"Will you report everything accurately, then?"
236,0.3063885267275097,-0.3941006931497863,-0.0075638093305162,-0.2684002677962058,0.3865368838192701,0,1,3.8928697975786406,4,"You’re well aware that I’m seriously in debt to our employer as well as having to look after my parents and my sister, so that I’m trapped in a difficult situation, but I will work my way out of it again."
237,0.3076923076923077,-0.4753103715986511,-0.0347232137638955,-0.2914693061628896,0.4405871578347556,0,1,4.335684570953025,4,"Please don’t make things any harder for me than they are already, and don’t take sides against me at the office."
238,0.3089960886571056,-0.5456738392510314,-0.0449654185531296,-0.2890251574556157,0.5007084206979018,0,1,4.628105004699551,4,I know that nobody likes the travellers.
239,0.3102998696219035,-0.5663439183392052,-0.0454307944252326,-0.2889229654376769,0.5209131239139726,0,1,4.735497731891843,4,They think we earn an enormous wage as well as having a soft time of it.
240,0.3116036505867014,-0.572647060572987,-0.0185906819587594,-0.2644461726227237,0.5540563786142276,0,1,4.750401797552093,4,That’s just prejudice
241,0.3129074315514993,-0.5672956141233667,0.0201137966752517,-0.2504201577967181,0.5874094107986184,0,1,4.862971319948776,4,but they have no particular reason to think better of it.
242,0.3142112125162972,-0.5205825632775943,0.0464381054640492,-0.19106634484921,0.5670206687416436,0,1,4.3124153831370355,4,"But you, sir, you have a better overview than the rest of the staff, in fact, if I can say this in confidence, a better overview than the boss himself—it’s very easy for a businessman like him to make mistakes about his employees and judge them more harshly than he should."
243,0.3155149934810952,-0.4635167616501944,0.0412854941482046,-0.1192224546791998,0.504802255798399,0,1,3.421650853922259,4,"And you’re also well aware that we travellers spend almost the whole year away from the office, so that we can very easily fall victim to gossip and chance and groundless complaints, and it’s almost impossible to defend yourself from that sort of thing, we don’t usually even hear about them, or if at all it’s when we arrive back home exhausted from a trip, and that’s when we feel the harmful effects of what’s been going on without even knowing what caused them."
249,0.3233376792698826,-0.0132915802450983,0.1019663956532642,0.0570187378503027,0.1152579758983625,1,0,1.4170011306815298,0,"In the hall, he stretched his right hand far out towards the stairway as if out there, there were some supernatural force waiting to save him."
250,0.3246414602346805,0.0446958134188907,0.1216884163573939,0.0883796120207988,0.0769926029385032,1,0,1.5457527438471645,0,Gregor realised that it was out of the question to let the chief clerk go away in this mood if his position in the firm was not to be put into extreme danger.
251,0.3259452411994785,0.1038223317123745,0.1261991077011674,0.0898625248152266,0.03633658288594081,1,0,1.5751999691450012,0,"That was something his parents did not understand very well; over the years, they had become convinced that this job would provide for Gregor for his entire life, and besides, they had so much to worry about at present that they had lost sight of any thought for the future."
252,0.3272490221642763,0.1412077086705767,0.1093236454727493,0.0777131849823765,0.06349452368820019,1,0,1.4650315935297373,0,"Gregor, though, did think about the future."
253,0.3285528031290743,0.1279812612603992,0.0810420380289656,0.0230167911440647,0.10496447011633449,1,0,1.2804002803427526,0,"The chief clerk had to be held back, calmed down, convinced and finally won over; the future of Gregor and his family depended on it!"
254,0.3298565840938722,0.1014389107280848,0.0334666059110413,-0.0335400638893003,0.1349789746173851,1,0,0.9698127536319489,0,If only his sister were here!
262,0.3402868318122555,-0.0268521622041295,-0.0060641561379401,-0.1455823211519967,0.13951816501405662,1,0,0.9515713253860123,0,"The way she held her head suggested she wanted to see Gregor better, but the unthinking way she was hurrying backwards showed that she did not; she had forgotten that the table was behind her with all the breakfast things on it; when she reached the table she sat quickly down on it without knowing what she was doing; without even seeming to notice that the coffee pot had been knocked over and a gush of coffee was pouring down onto the carpet."
263,0.3415906127770534,-0.0596942071489015,0.0283884991906596,-0.0955978564865663,0.12398635567722589,1,0,1.1641712490764735,0,"“Mother, mother”, said Gregor gently, looking up at her."
268,0.348109517601043,-0.2017880645936775,0.269670219112205,0.1424704102988649,0.4714582837058825,0,1,3.5040527294491355,5,"The flight of the chief clerk seemed, unfortunately, to put Gregor’s father into a panic as well."
269,0.3494132985658409,-0.1991814710522529,0.3049528276052711,0.1876560111297804,0.504134298657524,0,1,3.7203606888330074,5,"Until then he had been relatively self controlled, but now, instead of running after the chief clerk himself, or at least not impeding Gregor as he ran after him, Gregor’s father seized the chief clerk’s stick in his right hand (the chief clerk had left it behind on a chair, along with his hat and overcoat), picked up a large newspaper from the table with his left, and used them to drive Gregor back into his room, stamping his foot at him as he went."
270,0.3507170795306388,-0.1891693918053591,0.3192292666863386,0.2113835991473782,0.5083986584916977,0,1,3.759679013736614,5,"Gregor’s appeals to his father were of no help, his appeals were simply not understood, however much he humbly turned his head his father merely stamped his foot all the harder."
271,0.3520208604954367,-0.1868825806112984,0.3171098816709937,0.1878475290395835,0.5039924622822921,0,1,3.73353588192406,5,"Across the room, despite the chilly weather, Gregor’s mother had pulled open a window, leant far out of it and pressed her hands to her face."
272,0.3533246414602347,-0.2359446004246481,0.3005304766691583,0.1345557759279365,0.5364750770938064,0,1,3.8893412320790426,5,"A strong draught of air flew in from the street towards the stairway, the curtains flew up, the newspapers on the table fluttered and some of them were blown onto the floor."
273,0.3546284224250325,-0.2592379090940318,0.2650607338698196,0.0820208138220876,0.5242986429638514,0,1,3.783142938968203,5,"Nothing would stop Gregor’s father as he drove him back, making hissing noises at him like a wild man."
278,0.3611473272490221,-0.0705676373685255,0.053765570903796,-0.0651863809040489,0.1243332082723215,1,0,1.3883592341324955,0,If only his father would stop that unbearable hissing!
306,0.3976531942633637,-0.0806757195375608,-0.1942977352581112,-0.0653442136405058,0.1289535216176054,1,0,0.3404278607656674,0,"But what now, if all this peace and wealth and comfort should come to a horrible and frightening end?"
307,0.3989569752281616,-0.0942907921735297,-0.2242544516653096,-0.0940661426059994,0.13018830905931023,1,0,0.41370117893978503,0,"That was something that Gregor did not want to think about too much, so he started to move about, crawling up and down the room."
311,0.4041720990873533,-0.1275443138621504,-0.2190234447108148,-0.2497336727637924,0.12218935890164201,1,0,1.6082377392607188,0,"It was not until late at night that the gaslight in the living room was put out, and now it was easy to see that his parents and sister had stayed awake all that time, as they all could be distinctly heard as they went away together on tip-toe."
312,0.4054758800521512,-0.1428480525426464,-0.1921745118005807,-0.2752084023483251,0.1323603498056787,1,0,1.8927571770847194,0,It was clear that no-one would come into Gregor’s room any more until morning; that gave him plenty of time to think undisturbed about how he would have to re-arrange his life.
313,0.4067796610169491,-0.1553580824363514,-0.1586516740597611,-0.2736805615743851,0.11832247913803368,1,0,1.9479590160679985,0,"For some reason, the tall, empty room where he was forced to remain made him feel uneasy as he lay there flat on the floor, even though he had been living in it for five years."
314,0.408083441981747,-0.1766522938967699,-0.1689120966450318,-0.2943178643687096,0.1254057677236778,1,0,2.226329816077257,0,"Hardly aware of what he was doing other than a slight feeling of shame, he hurried under the couch."
315,0.4093872229465449,-0.1621057864986541,-0.183747221842703,-0.3037090711380815,0.1416032846394274,1,0,2.22256888687246,0,"It pressed down on his back a little, and he was no longer able to lift his head, but he nonetheless felt immediately at ease and his only regret was that his body was too broad to get it all underneath."
360,0.4680573663624511,-0.0035769741101742,-0.0525363978922808,0.0330800245101637,0.0856164224024445,1,0,0.4083578376836405,0,"Even before the first day had come to an end, his father had explained to Gregor’s mother and sister what their finances and prospects were."
361,0.469361147327249,0.0207127448403976,-0.0102681700358224,0.0995112238473138,0.1097793938831362,1,0,0.6842982498662566,0,Now and then he stood up from the table and took some receipt or document from the little cash box he had saved from his business when it had collapsed five years earlier.
362,0.4706649282920469,0.0315523846960893,0.0356792920835655,0.1514315060240902,0.1198791213280009,1,0,0.9842578715240586,0,Gregor heard how he opened the complicated lock and then closed it again after he had taken the item he wanted.
