Window_ID,Narrative_Progress,Valence_RF_Smooth,Arousal_RF_Smooth,Dominance_RF_Smooth,VAD_range,Convergence,Entrapment,Entr_Index,Episode_ID,Center_Sentence
169,0.2190352020860495,4.790417097090494,4.3397811049362005,4.887896992481143,0.5481158875449426,0,1,7.416777626171089,4,They must have noticed it.
170,0.2203389830508474,4.772177312847277,4.339929323308217,4.917791631251983,0.5778623079437661,0,1,7.259076558309252,4,I don’t know why I didn’t let you know at work!
171,0.2216427640156453,4.760131415495201,4.307668126838783,4.925913566524947,0.6182454396861647,0,1,6.933526131102365,4,But you always think you can get over an illness without staying at home.
172,0.2229465449804432,4.768718862373266,4.2737640078456485,4.953429715593271,0.6796657077476222,0,1,6.3082369546796695,4,"Please, don’t make my parents suffer!"
173,0.2242503259452412,4.764979731938484,4.226434793505451,4.961238607387974,0.7348038138825235,0,1,5.789111482563216,4,There’s no basis for any of the accusations you’re making; nobody’s ever said a word to me about any of these things.
174,0.2255541069100391,4.8366783262503485,4.194363517489324,5.017513795357898,0.8231502778685735,0,1,4.581551977436968,4,Maybe you haven’t read the latest contracts I sent in.
647,0.8422425032594524,4.902177672441914,4.24217129780969,4.973004511278134,0.7308332134684443,0,1,5.082490969334922,5,"I don’t want to call this monster my brother, all I can say is: we have to try and get rid of it."
648,0.8435462842242503,4.885302811376207,4.281960150375888,4.95529849624054,0.6733383458646518,0,1,5.726982238606233,5,"We’ve done all that’s humanly possible to look after it and be patient, I don’t think anyone could accuse us of doing anything wrong.”"
649,0.8448500651890483,4.811317129780915,4.3156750572081855,4.906031153971826,0.5903560967636405,0,1,6.902582804949227,5,"“She’s absolutely right”, said Gregor’s father to himself."
650,0.8461538461538461,4.762419679633809,4.327590421706387,4.89514733573057,0.5675569140241832,0,1,7.387398254044854,5,"His mother, who still had not had time to catch her breath, began to cough dully, her hand held out in front of her and a deranged expression in her eyes."
651,0.847457627118644,4.735851945080033,4.326554331480822,4.899696600196082,0.5731422687152596,0,1,7.484820311820297,5,Gregor’s sister rushed to his mother and put her hand on her forehead.
652,0.8487614080834419,4.734896404053554,4.305534390323582,4.910967211506968,0.6054328211833857,0,1,7.182401420973543,5,Her words seemed to give Gregor’s father some more definite ideas.
653,0.8500651890482399,4.794451487414128,4.2727306963059295,4.95353085975803,0.6808001634521004,0,1,6.1543151219675085,5,"He sat upright, played with his uniform cap between the plates left by the three gentlemen after their meal, and occasionally looked down at Gregor as he lay there immobile."
654,0.8513689700130378,4.881898692383071,4.232755867930645,4.994012880026091,0.761257012095446,0,1,4.918145932371861,5,"“We have to try and get rid of it”, said Gregor’s sister, now speaking only to her father, as her mother was too occupied with coughing to listen, “it’ll be the death of both of you, I can see it coming."
667,0.8683181225554106,4.914666982674016,4.321252795031003,5.057166034651785,0.7359132396207819,0,1,5.0686614350078445,6,"We wouldn’t have a brother any more, then, but we could carry on with our lives and remember him with respect."
668,0.8696219035202086,4.897401863353977,4.336091435109459,5.033534161490621,0.697442726381162,0,1,5.518180118791033,6,"As it is this animal is persecuting us, it’s driven out our tenants, it obviously wants to take over the whole flat and force us to sleep on the streets."
669,0.8709256844850065,4.890409512912656,4.338520496894357,5.006980058842698,0.6684595619483416,0,1,5.812445803417386,6,"Father, look, just look”, she suddenly screamed, “he’s starting again!”"
670,0.8722294654498044,4.886502451781568,4.321981693363791,5.030793233082645,0.7088115397188535,0,1,5.461840346055922,6,"In her alarm, which was totally beyond Gregor’s comprehension, his sister even abandoned his mother as she pushed herself vigorously out of her chair as if more willing to sacrifice her own mother than stay anywhere near Gregor."
