Window_ID,Center_Sentence,Full_Window_Text,Valence_Ridge,Arousal_Ridge,Dominance_Ridge,Valence_RF,Arousal_RF,Dominance_RF,Narrative_Progress,Valence_Ridge_Smooth,Arousal_Ridge_Smooth,Dominance_Ridge_Smooth,Valence_RF_Smooth,Arousal_RF_Smooth,Dominance_RF_Smooth,VAD_range,Convergence,Entr_Index,Entrapment,Episode_ID
11,"“How about if I sleep a little bit longer and forget all this nonsense”, he thought, but that was something he was unable to do because he was used to sleeping on his right, and in his present state couldn’t get into that position.","Drops of rain could be heard hitting the pane, which made him feel quite sad. “How about if I sleep a little bit longer and forget all this nonsense”, he thought, but that was something he was unable to do because he was used to sleeping on his right, and in his present state couldn’t get into that position. However hard he threw himself onto his right, he always rolled back to where he was.",-0.0982415825128555,-0.4186459183692932,-0.4017788469791412,-0.0283399999999999,-0.11737,-0.0430099999999999,0.0130378096479791,-0.102660156033832,-0.2541705271671791,-0.3157082508278813,0.1042185812356966,-0.0152622621771819,0.0468108957175541,0.11948084341287851,1,0.9525704355931572,0,0
12,"However hard he threw himself onto his right, he always rolled back to where he was.","“How about if I sleep a little bit longer and forget all this nonsense”, he thought, but that was something he was unable to do because he was used to sleeping on his right, and in his present state couldn’t get into that position. However hard he threw himself onto his right, he always rolled back to where he was. He must have tried it a hundred times, shut his eyes so that he wouldn’t have to look at the floundering legs, and only stopped when he began to feel a mild, dull pain there that he had never felt before.",-0.375027984380722,-0.2960206270217895,-0.4158411920070648,0.0023399999999999,-0.1712,-0.01121,0.014341590612777,-0.0703667429010622,-0.1958653849713058,-0.2505085734859317,0.0915013206930357,-0.0002144458973521,0.0647417391304339,0.0917157665903878,1,0.9739887546283488,0,0
13,"He must have tried it a hundred times, shut his eyes so that he wouldn’t have to look at the floundering legs, and only stopped when he began to feel a mild, dull pain there that he had never felt before.","However hard he threw himself onto his right, he always rolled back to where he was. He must have tried it a hundred times, shut his eyes so that he wouldn’t have to look at the floundering legs, and only stopped when he began to feel a mild, dull pain there that he had never felt before. “Oh, God”, he thought, “what a strenuous career it is that I’ve chosen!",-0.1498927175998687,0.3168841600418091,-0.0509319864213466,0.09697,0.1828599999999999,0.1718399999999999,0.0156453715775749,-0.0739346314398194,-0.1652595163555871,-0.2203699313810456,0.0976311278195476,0.0170602222948673,0.0777434880679951,0.0805709055246803,1,1.137685346387399,0,0
14,"“Oh, God”, he thought, “what a strenuous career it is that I’ve chosen!","He must have tried it a hundred times, shut his eyes so that he wouldn’t have to look at the floundering legs, and only stopped when he began to feel a mild, dull pain there that he had never felt before. “Oh, God”, he thought, “what a strenuous career it is that I’ve chosen! Travelling day in and day out.",-0.1361578851938247,0.3132058084011078,-0.0314125530421733,0.0918599999999999,0.07989,0.09313,0.0169491525423728,-0.0854058989895123,-0.1265765457928905,-0.2005123628176122,0.0963797678980046,0.024168839490029,0.0751188983327875,0.0722109284079756,1,1.3513528536261468,0,0
15,Travelling day in and day out.,"“Oh, God”, he thought, “what a strenuous career it is that I’ve chosen! Travelling day in and day out. Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them.",-0.0536500103771686,0.2173022329807281,0.1381493210792541,0.2998299999999999,0.1556199999999999,0.2885399999999999,0.0182529335071707,-0.1412061024536356,-0.0640808105561295,-0.1963007659360561,0.0818070807453405,0.0327253579601172,0.0794096011768542,0.049081722785223304,1,1.4718667954977318,0,0
16,"Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them.","Travelling day in and day out. Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them. It can all go to Hell!”",-0.1413541436195373,0.3410853147506714,0.0030621849000453,0.1198,0.2024199999999998,0.3061099999999997,0.0195567144719687,-0.1886183675567299,-0.0246855415788668,-0.1738248542377392,0.0689115070284397,0.0357584439359262,0.0709657240928398,0.0352072801569136,1,1.8313218667117468,0,0
17,It can all go to Hell!”,"Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them. It can all go to Hell!” He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder.",-0.2525742650032043,-0.1240389719605445,-0.3379437029361725,0.0098699999999999,0.0833899999999999,0.046,0.0208604954367666,-0.1883488931894356,0.0081756759548194,-0.1433457741395093,0.0778346681922187,0.0474065217391298,0.0886260836874784,0.0412195619483486,1,1.7758723548601745,0,0
18,"He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder.","It can all go to Hell!” He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder. He slid back into his former position.",-0.4272269308567047,-0.1757537424564361,-0.4367762804031372,-0.12432,-0.03457,-0.07572,0.0221642764015645,-0.1855925082838874,0.0060301038962382,-0.1262807872727249,0.0611406440013068,0.0389175024517811,0.0996046845374292,0.0606871820856481,1,1.8223440695959183,0,0
19,He slid back into his former position.,"He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder. He slid back into his former position. “Getting up early all the time”, he thought, “it makes you stupid.",-0.0613591596484184,-0.1104804053902626,-0.2998709380626678,0.04389,-0.06418,-0.1022199999999999,0.0234680573663624,-0.1921291973352915,-0.0304077647738434,-0.1304832250245164,0.0627042366786523,0.0464119221967957,0.1059947335730617,0.059582811376266004,1,1.973978733262188,0,0
20,"“Getting up early all the time”, he thought, “it makes you stupid.","He slid back into his former position. “Getting up early all the time”, he thought, “it makes you stupid. You’ve got to get enough sleep.",0.0212087407708168,-0.4311096370220184,-0.1745369583368301,0.05427,-0.10187,0.0372799999999999,0.0247718383311603,-0.2463814749913068,-0.0758311755190423,-0.1426756671694068,0.0745728473357296,0.0450419254658379,0.1105653121935259,0.06552338672768801,1,1.768515277802589,0,0
21,You’ve got to get enough sleep.,"“Getting up early all the time”, he thought, “it makes you stupid. You’ve got to get enough sleep. Other travelling salesmen live a life of luxury.",0.0499911196529865,-0.3408274948596954,-0.0339625887572765,0.2549599999999999,0.0660199999999999,0.1273299999999999,0.0260756192959582,-0.2867303650147859,-0.1424224242024854,-0.1603481823169881,0.0617456914024183,0.0379100653808429,0.0999523537103616,0.0620422883295187,1,1.790038763133568,0,0
22,Other travelling salesmen live a life of luxury.,"You’ve got to get enough sleep. Other travelling salesmen live a life of luxury. For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts.",-0.3498949110507965,-0.1246159449219703,-0.0497737266123294,0.2490899999999999,0.03055,0.0989399999999999,0.0273794002607561,-0.3261712558607672,-0.153704209631321,-0.1608386109453667,0.0562752664269361,0.0275516149068319,0.0921489179470403,0.0645973030402084,1,1.628850701057761,0,0
23,"For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts.","Other travelling salesmen live a life of luxury. For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts. I ought to just try that with my boss; I’d get kicked out on the spot.",-0.3217144906520843,-0.1007414534687995,-0.037245113402605,0.0995,0.0045099999999999,0.1149,0.0286831812255541,-0.3677202689590149,-0.1706534617316492,-0.158833987192511,0.0486025465838503,0.0100264530892446,0.0828280549199074,0.0728016018306628,1,1.3329986147617814,0,0
24,I ought to just try that with my boss; I’d get kicked out on the spot.,"For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts. I ought to just try that with my boss; I’d get kicked out on the spot. But who knows, maybe that would be the best thing for me.",-0.6062092185020447,0.0556480325758457,-0.1823009848594665,-0.20329,0.0563799999999999,0.17168,0.029986962190352,-0.391090791095829,-0.1626151250836661,-0.1317935508973308,0.0500147106897672,0.0147260836874793,0.085953622098724,0.0712275384112447,1,1.4217737641285044,0,0
25,"But who knows, maybe that would be the best thing for me.","I ought to just try that with my boss; I’d get kicked out on the spot. But who knows, maybe that would be the best thing for me. If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel.",-0.5053967833518982,-0.0763287991285324,-0.0688576251268386,-0.04388,0.0786399999999999,0.0813,0.0312907431551499,-0.3670909613426109,-0.1537640824190579,-0.0955234256607412,0.0582129192546576,0.0150704118993132,0.0794291238966972,0.06435871199738401,1,1.3508073140710617,0,0
26,"If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel.","But who knows, maybe that would be the best thing for me. If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel. He’d fall right off his desk!",-0.3653381168842315,-0.2896010875701904,-0.1526717692613601,0.05654,0.0296699999999999,0.2608999999999999,0.0325945241199478,-0.3369342419155932,-0.1279567037789721,-0.0496655925182816,0.0781927917620127,0.0369880712651188,0.0829561098398159,0.0459680385746971,1,1.5298565101337518,0,0
27,He’d fall right off his desk!,"If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel. He’d fall right off his desk! And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing.",-0.4029874801635742,-0.4073192775249481,-0.1765534281730651,-0.0763399999999999,-0.07802,0.00076,0.0338983050847457,-0.2982643967787064,-0.0841470944392841,-0.0152814569473556,0.0874987316116366,0.0575294148414507,0.0961379764628952,0.03860856162144449,1,2.008141945045019,0,0
28,"And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing.","He’d fall right off his desk! And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing. Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do.",-0.6101380586624146,-0.152592658996582,-0.2536512613296509,0.2572899999999998,0.1194099999999999,0.0103599999999999,0.0352020860495436,-0.2583309293621964,-0.0750665840391095,-0.0016651977256704,0.0859252598888514,0.0656324648577958,0.0920524092840786,0.0264199444262828,1,2.1968136736869988,0,0
29,"Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do.","And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing. Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do. That’s when I’ll make the big change.",-0.4768929183483124,0.0299558900296688,-0.0147204063832759,0.12107,0.0335999999999999,0.06448,0.0365058670143415,-0.2296077472812475,-0.073194839305086,-0.0090499383748433,0.0789938999673085,0.0630142595619475,0.0801472180451118,0.01713295848316429,1,2.163582577480326,0,0
30,That’s when I’ll make the big change.,"Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do. That’s when I’ll make the big change. First of all though, I’ve got to get up, my train leaves at five.”",0.0074875075370073,0.3505125939846039,0.214391142129898,0.08501,0.0994599999999999,0.07602,0.0378096479791395,-0.1665970542376469,-0.0780962014539768,-0.0300330227802936,0.0825420202680604,0.0581744687806465,0.0539594932984628,0.0285825269695976,1,2.5313273867496004,0,0
31,"First of all though, I’ve got to get up, my train leaves at five.”","That’s when I’ll make the big change. First of all though, I’ve got to get up, my train leaves at five.” And he looked over at the alarm clock, ticking on the chest of drawers.",-0.0499486550688743,0.353591114282608,0.2842689454555511,0.2038599999999999,0.0811,0.0886899999999999,0.0391134289439374,-0.0818172240965137,-0.0987800779932353,-0.0453422471805402,0.0829262732919244,0.0395227394573385,0.0315434847989535,0.0513827884929709,1,2.5082793461706867,0,0
32,"And he looked over at the alarm clock, ticking on the chest of drawers.","First of all though, I’ve got to get up, my train leaves at five.” And he looked over at the alarm clock, ticking on the chest of drawers. “God in Heaven!”",0.2539105117321014,-0.3083961009979248,0.0812803655862808,0.1054899999999999,0.07733,0.0226499999999999,0.0404172099087353,0.0075176295143286,-0.1345608018243674,-0.0470398107361518,0.1064784897025158,0.0284168355671784,0.0124250604772799,0.09405342922523591,1,2.6004317853956387,0,0
33,“God in Heaven!”,"And he looked over at the alarm clock, ticking on the chest of drawers. “God in Heaven!” It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven.",0.2301245182752609,-0.399399846792221,-0.0661285668611526,0.1421399999999999,0.03962,-0.02084,0.0417209908735332,0.0837116036169074,-0.153420030987896,-0.0631713867528479,0.1323923471722769,0.0189756227525332,-0.0053159561948348,0.1377083033671117,1,2.70607531449648,0,0
34,"It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven.","“God in Heaven!” It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven. Had the alarm clock not rung?",0.4336017072200775,-0.221997857093811,-0.1246933341026306,0.1132599999999999,0.0659399999999999,-0.07662,0.0430247718383311,0.1480329296676149,-0.1620649401172756,-0.0738969185834375,0.1518827133049997,0.008867149395227,-0.019962513893429,0.1718452271984287,0,2.739412007021749,0,0
35,Had the alarm clock not rung?,"It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven. Had the alarm clock not rung? He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung.",0.0027218267787247,-0.0905312374234199,-0.2655555605888366,0.0039399999999999,0.07049,-0.06693,0.044328552803129,0.1484417245246364,-0.1569242289727616,-0.1156809600816015,0.1243895848316428,0.0019286727688786,-0.029971578947368,0.1543611637790108,0,2.761480526489856,0,0
36,He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung.,"Had the alarm clock not rung? He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung. Yes, but was it possible to quietly sleep through that furniture-rattling noise?",0.1558437794446945,-0.2946341335773468,-0.2314647436141967,0.08405,-0.1602499999999999,-0.00026,0.0456323337679269,0.1395265477900956,-0.1493067318873766,-0.1424916174266398,0.1002068617195149,-0.0004463059823471,-0.0426526413860733,0.1428595031055882,1,2.9388256280511915,0,0
37,"Yes, but was it possible to quietly sleep through that furniture-rattling noise?","He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung. Yes, but was it possible to quietly sleep through that furniture-rattling noise? True, he had not slept peacefully, but probably all the more deeply because of that.",0.1245210170745849,-0.3171416521072387,-0.1656582206487655,0.12913,-0.1038499999999999,-0.03572,0.0469361147327249,0.0844291783285467,-0.1656530918532139,-0.2027869624319824,0.0948264073226532,-0.002309522719843,-0.0397735959463872,0.1346000032690404,1,2.842624034357078,0,0
38,"True, he had not slept peacefully, but probably all the more deeply because of that.","Yes, but was it possible to quietly sleep through that furniture-rattling noise? True, he had not slept peacefully, but probably all the more deeply because of that. What should he do now?",0.0962932407855987,-0.2461818754673004,-0.2986232936382293,0.20762,-0.0359399999999999,-0.02875,0.0482398956975228,0.0029258041208151,-0.2020440535944377,-0.2662276365995452,0.0635610755148733,-0.0182754037267078,-0.0519982052958477,0.115559280810721,1,2.907310708791682,0,0
39,What should he do now?,"True, he had not slept peacefully, but probably all the more deeply because of that. What should he do now? The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively.",0.0827999487519264,-0.2351607978343963,-0.3298760652542114,0.11731,-0.0214299999999999,-0.1184899999999999,0.0495436766623207,-0.0365973329956262,-0.2122726883981552,-0.3073092724405735,0.0883856260215745,-0.019843664596273,-0.061598692383131,0.1499843184047055,1,2.8347571901352726,0,0
40,"The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively.","What should he do now? The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively. And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago.",-0.0175337679684162,-0.0646235197782516,-0.1991932988166809,0.0797899999999999,-0.08066,-0.0662699999999999,0.0508474576271186,-0.091571776111417,-0.2035193097390679,-0.3251758749119048,0.1005015364498189,-0.0324851029748279,-0.0685023079437716,0.1690038443935905,0,2.7548253366782824,0,0
41,"And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago.","The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively. And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago. The office assistant was the boss’s man, spineless, and with no understanding.",-0.1906992793083191,-0.2136639356613159,-0.273524522781372,0.1097399999999999,0.0008199999999999,-0.0554,0.0521512385919165,-0.1323552919543646,-0.1584364000492292,-0.3164929712203972,0.1005270807453403,-0.0299198561621441,-0.0661802190258246,0.16670729977116489,0,2.712224764586115,0,0
42,"The office assistant was the boss’s man, spineless, and with no understanding.","And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago. The office assistant was the boss’s man, spineless, and with no understanding. What about if he reported sick?",-0.185972973704338,-0.0128545649349689,-0.4281494319438934,-0.0026699999999999,0.0529299999999999,-0.0181099999999999,0.0534550195567144,-0.1766453389755461,-0.1060781856647449,-0.2877000408035788,0.1082098300098057,-0.0369908139915,-0.0596205034324935,0.1678303334422992,0,2.59188155340328,0,0
43,What about if he reported sick?,"The office assistant was the boss’s man, spineless, and with no understanding. What about if he reported sick? But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill.",-0.5221979022026062,-0.0220025740563869,-0.3190557658672333,-0.007,0.0178699999999999,-0.05094,0.0547588005215123,-0.1877947332834191,-0.1037885912722338,-0.2637664089944448,0.1114811147433788,-0.031914145145472,-0.0530297188623727,0.1645108336057515,0,2.4709683570767536,0,0
44,But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill.,"What about if he reported sick? But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill. His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy.",-0.6321175694465637,-0.100461944937706,-0.4461110830307007,-0.0774299999999999,-0.00282,-0.07173,0.0560625814863103,-0.1819840489669604,-0.1081521715420818,-0.2353647472315548,0.1188634488394885,-0.0262812814645305,-0.0494609251389337,0.1683243739784222,0,2.4621864561761573,0,0
45,"His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy.","But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill. His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy. And what’s more, would he have been entirely wrong in this case?",-0.3478087484836578,-0.0624574348330497,-0.2216160595417022,0.2056899999999999,0.0053299999999999,-0.0462899999999999,0.0573663624511082,-0.171504572013025,-0.10212697768258,-0.2029652743995769,0.1170184145145458,-0.0166317750898984,-0.0398998627002283,0.15691827721477408,0,2.5114606228439063,0,0
46,"And what’s more, would he have been entirely wrong in this case?","His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy. And what’s more, would he have been entirely wrong in this case? Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual.",-0.4333546161651611,-0.1613123118877411,-0.352276086807251,0.2991200000000001,-0.0194,-0.06438,0.0586701434159061,-0.1926365056954698,-0.0799072808785468,-0.1846374742365223,0.1069220921869879,-0.0039713501144164,-0.0361905099705782,0.1431126021575661,1,2.738195413067047,0,0
47,"Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual.","And what’s more, would he have been entirely wrong in this case? Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual. He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven.",0.2089581489562988,-0.0551561564207077,0.0715469568967819,0.1554,-0.0824,-0.03095,0.059973924380704,-0.181470794490198,-0.0779003514261281,-0.1646692040612296,0.1052444655116038,-0.0080977835894082,-0.033751961425302,0.13899642693690578,1,2.5973782603365416,0,0
