Window_ID,Center_Sentence,Full_Window_Text,Valence,Arousal,Dominance,Narrative_Progress,Valence_Smooth,Arousal_Smooth,Dominance_Smooth,NEI,zV_drop,zA_rise,zD_drop,Entrapment,VAD_range,Convergence,Episode_ID
12,"However hard he threw himself onto his right, he always rolled back to where he was.","“How about if I sleep a little bit longer and forget all this nonsense”, he thought, but that was something he was unable to do because he was used to sleeping on his right, and in his present state couldn’t get into that position. However hard he threw himself onto his right, he always rolled back to where he was. He must have tried it a hundred times, shut his eyes so that he wouldn’t have to look at the floundering legs, and only stopped when he began to feel a mild, dull pain there that he had never felt before.",3.9366517,2.5356598,4.7097025,0.014341590612777,4.3995495,2.8408785,4.6543264,0.0,0.8280627578514305,0.0,0.8646070259886998,0,1.8134479000000003,0,0
13,"He must have tried it a hundred times, shut his eyes so that he wouldn’t have to look at the floundering legs, and only stopped when he began to feel a mild, dull pain there that he had never felt before.","However hard he threw himself onto his right, he always rolled back to where he was. He must have tried it a hundred times, shut his eyes so that he wouldn’t have to look at the floundering legs, and only stopped when he began to feel a mild, dull pain there that he had never felt before. “Oh, God”, he thought, “what a strenuous career it is that I’ve chosen!",3.686688,3.2576232,4.272481,0.0156453715775749,4.2604938,2.897932,4.662584,0.0,1.1278965035283812,0.0,0.842644341267483,0,1.7646519999999999,0,0
14,"“Oh, God”, he thought, “what a strenuous career it is that I’ve chosen!","He must have tried it a hundred times, shut his eyes so that he wouldn’t have to look at the floundering legs, and only stopped when he began to feel a mild, dull pain there that he had never felt before. “Oh, God”, he thought, “what a strenuous career it is that I’ve chosen! Travelling day in and day out.",3.3349233,3.3607457,4.266822,0.0169491525423728,4.12895,2.947694,4.626148,0.0,1.4115329907387562,0.0,0.9395529322021751,0,1.678454,0,0
15,Travelling day in and day out.,"“Oh, God”, he thought, “what a strenuous career it is that I’ve chosen! Travelling day in and day out. Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them.",3.6878977,3.787972,4.5395894,0.0182529335071707,3.875942,3.0480425,4.5452576,0.0,1.9570721978782966,0.0,1.1546966001169718,0,1.4972151,0,0
16,"Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them.","Travelling day in and day out. Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them. It can all go to Hell!”",3.9979901,3.8108625,4.5424995,0.0195567144719687,3.7426422,3.118085,4.5036664,0.0,2.244494995591648,0.0,1.265316442780353,0,1.3855814,0,0
17,It can all go to Hell!”,"Doing business like this takes much more effort than doing your own business at home, and on top of that there’s the curse of travelling, worries about making train connections, bad and irregular food, contact with different people all the time so that you can never get to know anyone or become friendly with them. It can all go to Hell!” He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder.",3.6364396,3.9006023,3.8752818,0.0208604954367666,3.7802017,3.2724445,4.5559993,0.0,2.1635087032587665,0.07974439837634409,1.1261269708699868,0,1.2835547999999997,0,0
18,"He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder.","It can all go to Hell!” He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder. He slid back into his former position.",3.6815767,3.824847,3.7632523,0.0221642764015645,3.8636558,3.397767,4.596539,3.4845575072211408,1.9835638653621623,0.4826898459784284,1.0183037958805499,0,1.198772,0,0
19,He slid back into his former position.,"He felt a slight itch up on his belly; pushed himself slowly up on his back towards the headboard so that he could lift his head better; found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder. He slid back into his former position. “Getting up early all the time”, he thought, “it makes you stupid.",3.944545,3.0239472,4.6913557,0.0234680573663624,3.9687319,3.4563007,4.6243157,3.3723150622277407,1.7569973841310746,0.6708913895664205,0.9444262885302455,0,1.1680150000000005,0,0
20,"“Getting up early all the time”, he thought, “it makes you stupid.","He slid back into his former position. “Getting up early all the time”, he thought, “it makes you stupid. You’ve got to get enough sleep.",4.9570932,2.2132869,5.6605515,0.0247718383311603,4.005432,3.5093098,4.5592575,3.6366551616372025,1.6778641414828503,0.8413298625180752,1.1174611576362772,0,1.0499477000000002,0,0
21,You’ve got to get enough sleep.,"“Getting up early all the time”, he thought, “it makes you stupid. You’ve got to get enough sleep. Other travelling salesmen live a life of luxury.",4.4972987,2.6147547,5.3883085,0.0260756192959582,4.090925,3.5243092,4.5217333,3.6003439835344704,1.493523000349048,0.8895569561905013,1.2172640269949213,0,0.9974241000000004,0,0
22,Other travelling salesmen live a life of luxury.,"You’ve got to get enough sleep. Other travelling salesmen live a life of luxury. For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts.",3.5907867,3.264829,4.3768964,0.0273794002607561,4.18702,3.5562952,4.543932,3.4369445003703527,1.2863216861215363,0.9924005244803169,1.1582222897684995,0,0.9876367999999998,0,0
23,"For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts.","Other travelling salesmen live a life of luxury. For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts. I ought to just try that with my boss; I’d get kicked out on the spot.",3.9512582,3.557693,4.544214,0.0286831812255541,4.2393823,3.58083,4.6183133,3.205094718988217,1.1734173999882813,1.0712864864410794,0.9603908325588563,0,1.0374832999999994,0,0
24,I ought to just try that with my boss; I’d get kicked out on the spot.,"For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts. I ought to just try that with my boss; I’d get kicked out on the spot. But who knows, maybe that would be the best thing for me.",3.6276703,4.0807223,4.8837576,0.029986962190352,4.2889476,3.5815256,4.688725,2.913184363876724,1.066544042372579,1.0735230269932703,0.7731172945108749,0,1.1071993999999998,0,0
25,"But who knows, maybe that would be the best thing for me.","I ought to just try that with my boss; I’d get kicked out on the spot. But who knows, maybe that would be the best thing for me. If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel.",4.9030232,4.0733027,4.545722,0.0312907431551499,4.409718,3.600287,4.7348022,2.5905493297854916,0.8061373032104772,1.1338459595922983,0.6505660669827164,0,1.1345152,0,0
26,"If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel.","But who knows, maybe that would be the best thing for me. If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel. He’d fall right off his desk!",5.3355584,4.172322,4.805464,0.0325945241199478,4.5322924,3.6307542,4.7785964,2.307733853490619,0.5418407553084138,1.2318061785568288,0.534086919625376,0,1.1478421999999995,0,0
27,He’d fall right off his desk!,"If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel. He’d fall right off his desk! And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing.",5.198515,3.7133996,4.4656796,0.0338983050847457,4.6682916,3.6542919,4.841091,1.923954112774398,0.24859747549270927,1.3074861966064493,0.3678704406752394,0,1.1867990999999996,0,0
28,"And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing.","He’d fall right off his desk! And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing. Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do.",4.2076106,3.342379,4.1038146,0.0352020860495436,4.7710676,3.6686347,4.8630657,0.0,0.02699050040506876,1.3536021451860516,0.30942447478401636,0,1.1944309999999998,0,0
29,"Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do.","And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close because the boss is hard of hearing. Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do. That’s when I’ll make the big change.",4.0155835,3.94821,4.1702046,0.0365058670143415,4.8409824,3.6935685,4.8275723,0.0,0.0,1.4337709991541805,0.403826038662636,0,1.1474138999999997,0,0
30,That’s when I’ll make the big change.,"Well, there’s still some hope; once I’ve got the money together to pay off my parents’ debt to him—another five or six years I suppose—that’s definitely what I’ll do. That’s when I’ll make the big change. First of all though, I’ve got to get up, my train leaves at five.”",4.3304954,3.9934728,5.013125,0.0378096479791395,4.9265256,3.6319952,4.8687553,0.0,0.0,1.23579632637924,0.2942918828699193,0,1.2945303999999997,0,0
31,"First of all though, I’ve got to get up, my train leaves at five.”","That’s when I’ll make the big change. First of all though, I’ve got to get up, my train leaves at five.” And he looked over at the alarm clock, ticking on the chest of drawers.",4.7918315,3.560342,5.878492,0.0391134289439374,5.0866327,3.4738145,5.0119863,0.0,0.0,0.7272029535729911,0.0,0,1.6128182,0,0
32,"And he looked over at the alarm clock, ticking on the chest of drawers.","First of all though, I’ve got to get up, my train leaves at five.” And he looked over at the alarm clock, ticking on the chest of drawers. “God in Heaven!”",5.525068,3.1018207,5.856997,0.0404172099087353,5.1698165,3.2780943,5.1411004,0.0,0.0,0.0979100205899298,0.0,0,1.8917221999999998,0,0
33,“God in Heaven!”,"And he looked over at the alarm clock, ticking on the chest of drawers. “God in Heaven!” It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven.",5.8279576,2.6870184,5.2060404,0.0417209908735332,5.2069335,3.0989997,5.236578,0.0,0.0,0.0,0.0,0,2.1375783,0,0
34,"It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven.","“God in Heaven!” It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven. Had the alarm clock not rung?",6.164525,3.1996846,4.879248,0.0430247718383311,5.2221665,2.9380922,5.319939,0.0,0.0,0.0,0.0,0,2.3818468,0,0
35,Had the alarm clock not rung?,"It was half past six and the hands were quietly moving forwards, it was even later than half past, more like quarter to seven. Had the alarm clock not rung? He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung.",4.9212236,2.7253795,5.1086893,0.044328552803129,5.1168013,2.8405297,5.378317,0.0,0.0,0.0,0.0,0,2.5377873,0,0
36,He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung.,"Had the alarm clock not rung? He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung. Yes, but was it possible to quietly sleep through that furniture-rattling noise?",4.9847364,2.6971982,5.4812427,0.0456323337679269,5.0388784,2.8170087,5.3591113,0.0,0.0,0.0,0.0,0,2.5421026,0,0
37,"Yes, but was it possible to quietly sleep through that furniture-rattling noise?","He could see from the bed that it had been set for four o’clock as it should have been; it certainly must have rung. Yes, but was it possible to quietly sleep through that furniture-rattling noise? True, he had not slept peacefully, but probably all the more deeply because of that.",4.95103,2.658587,5.3840227,0.0469361147327249,4.8949804,2.845051,5.25966,0.0,0.0,0.0,0.0,0,2.414609,0,0
38,"True, he had not slept peacefully, but probably all the more deeply because of that.","Yes, but was it possible to quietly sleep through that furniture-rattling noise? True, he had not slept peacefully, but probably all the more deeply because of that. What should he do now?",4.7817445,2.8261254,5.157476,0.0482398956975228,4.693524,2.8991055,5.077693,0.0,0.19419103976645613,0.0,0.0,0,2.1785875,0,0
39,What should he do now?,"True, he had not slept peacefully, but probably all the more deeply because of that. What should he do now? The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively.",4.869441,2.5934172,5.5064173,0.0495436766623207,4.5850363,2.9595466,4.970948,0.0,0.428113658191141,0.0,0.022490626946885785,0,2.0114014,0,0
40,"The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively.","What should he do now? The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively. And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago.",4.453422,2.809885,5.178002,0.0508474576271186,4.4423475,3.0547562,4.840748,0.0,0.7357811423010989,0.0,0.3687827155322653,0,1.7859917999999997,0,0
41,"And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago.","The next train went at seven; if he were to catch that he would have to rush like mad and the collection of samples was still not packed, and he did not at all feel particularly fresh and lively. And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago. The office assistant was the boss’s man, spineless, and with no understanding.",4.06921,2.8449392,4.8018193,0.0521512385919165,4.275577,3.166428,4.739034,0.0,1.0953739075269613,0.0,0.6393107761956525,0,1.5726060000000004,0,0
42,"The office assistant was the boss’s man, spineless, and with no understanding.","And even if he did catch the train he would not avoid his boss’s anger as the office assistant would have been there to see the five o’clock train go, he would have put in his report about Gregor’s not being there a long time ago. The office assistant was the boss’s man, spineless, and with no understanding. What about if he reported sick?",4.456265,3.2665567,4.914314,0.0534550195567144,4.102019,3.216489,4.6890464,0.0,1.469601970326258,0.0,0.7722624690326009,0,1.4725573999999995,0,0
43,What about if he reported sick?,"The office assistant was the boss’s man, spineless, and with no understanding. What about if he reported sick? But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill.",3.5280566,3.587772,4.1125774,0.0547588005215123,4.0402765,3.2704284,4.676236,0.0,1.6027319681793428,0.07326209618072403,0.8063342061417706,0,1.4058076000000002,0,0
44,But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill.,"What about if he reported sick? But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill. His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy.",3.0892794,3.8820257,3.730514,0.0560625814863103,4.074075,3.2886262,4.662074,2.50562888251771,1.5298551939567666,0.13177290362849398,0.8440007849324493,0,1.3734477999999997,0,0
45,"His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy.","But that would be extremely strained and suspicious as in five years of service Gregor had never once yet been ill. His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy. And what’s more, would he have been entirely wrong in this case?",3.3146214,4.08149,3.772303,0.0573663624511082,4.130053,3.3371704,4.616248,2.662894110608259,1.4091546875014072,0.28785552564357697,0.9658838974632753,0,1.2790775999999995,0,0
46,"And what’s more, would he have been entirely wrong in this case?","His boss would certainly come round with the doctor from the medical insurance company, accuse his parents of having a lazy son, and accept the doctor’s recommendation not to make any claim as the doctor believed that no-one was ever ill but that many were workshy. And what’s more, would he have been entirely wrong in this case? Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual.",3.4304109,3.6770337,3.9605846,0.0586701434159061,4.0950484,3.3636045,4.5483255,3.004017243573856,1.4846320705495208,0.3728482464754965,1.1465369265488385,0,1.1847209999999997,0,0
47,"Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual.","And what’s more, would he have been entirely wrong in this case? Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual. He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven.",4.7973275,3.616752,5.1035857,0.059973924380704,4.1325955,3.3918703,4.537079,3.0438520583649904,1.403672515261193,0.46373037404900436,1.1764491690547931,0,1.1452087000000004,0,0
48,"He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven.","Gregor did in fact, apart from excessive sleepiness after sleeping for so long, feel completely well and even felt much hungrier than usual. He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven. There was a cautious knock at the door near his head.",6.23076,3.1692934,6.163416,0.0612777053455019,4.2800703,3.405383,4.593951,2.6180498055005756,1.085685394438679,0.5071773285050099,1.0251870825568867,0,1.1885679999999996,0,0
49,There was a cautious knock at the door near his head.,"He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven. There was a cautious knock at the door near his head. “Gregor”, somebody called—it was his mother—“it’s quarter to seven.",4.328924,2.6900568,4.7087235,0.0625814863102998,4.4281363,3.404732,4.655645,2.132607663436096,0.7664235203306533,0.505084188914043,0.8610999541913996,0,1.2509129999999997,0,0
50,"“Gregor”, somebody called—it was his mother—“it’s quarter to seven.","There was a cautious knock at the door near his head. “Gregor”, somebody called—it was his mother—“it’s quarter to seven. Didn’t you want to go somewhere?”",4.2081,2.7958293,4.55968,0.0638852672750977,4.6388855,3.3666956,4.7838445,1.2149188428943538,0.3120032985459967,0.3827869619741717,0.5201285823741856,0,1.4171489,0,0
51,Didn’t you want to go somewhere?”,"“Gregor”, somebody called—it was his mother—“it’s quarter to seven. Didn’t you want to go somewhere?” That gentle voice!",4.5211086,2.8286474,4.661258,0.0651890482398957,4.7792606,3.3514032,4.8810453,0.0,0.009324645079964559,0.3336177947224007,0.2616042502377046,0,1.5296421000000002,0,0
52,That gentle voice!,"Didn’t you want to go somewhere?” That gentle voice! Gregor was shocked when he heard his own voice answering, it could hardly be recognised as the voice he had had before.",5.135492,3.6020286,4.983885,0.0664928292046936,4.850842,3.318586,4.9139786,0.0,0.0,0.22810169551398057,0.1740117675878675,0,1.5953926000000003,0,0
53,"Gregor was shocked when he heard his own voice answering, it could hardly be recognised as the voice he had had before.","That gentle voice! Gregor was shocked when he heard his own voice answering, it could hardly be recognised as the voice he had had before. As if from deep inside him, there was a painful and uncontrollable squeaking mixed in with it, the words could be made out at first",4.707488,3.3693829,4.9171076,0.0677966101694915,4.9004955,3.3015301,4.9370894,0.0,0.0,0.1732624028111031,0.11254412395592577,0,1.6355592999999997,0,0
54,"As if from deep inside him, there was a painful and uncontrollable squeaking mixed in with it, the words could be made out at first","Gregor was shocked when he heard his own voice answering, it could hardly be recognised as the voice he had had before. As if from deep inside him, there was a painful and uncontrollable squeaking mixed in with it, the words could be made out at first but then there was a sort of echo which made them unclear, leaving the hearer unsure whether he had heard properly or not.",4.1112556,3.4760094,4.524386,0.0691003911342894,4.8273544,3.320957,4.870735,0.0,0.0,0.2357250963898376,0.2890264877257383,0,1.5497779999999999,0,0
55,"but then there was a sort of echo which made them unclear, leaving the hearer unsure whether he had heard properly or not.","As if from deep inside him, there was a painful and uncontrollable squeaking mixed in with it, the words could be made out at first but then there was a sort of echo which made them unclear, leaving the hearer unsure whether he had heard properly or not. Gregor had wanted to give a full answer and explain everything, but in the circumstances contented himself with saying: “Yes, mother, yes, thank-you, I’m getting up now.”",4.80201,3.6619954,4.5961266,0.0704041720990873,4.6537404,3.3755314,4.7243695,1.3694832456221293,0.27997296603422855,0.41119642863756006,0.6783138509503407,0,1.3488381,0,0
56,"Gregor had wanted to give a full answer and explain everything, but in the circumstances contented himself with saying: “Yes, mother, yes, thank-you, I’m getting up now.”","but then there was a sort of echo which made them unclear, leaving the hearer unsure whether he had heard properly or not. Gregor had wanted to give a full answer and explain everything, but in the circumstances contented himself with saying: “Yes, mother, yes, thank-you, I’m getting up now.” The change in Gregor’s voice probably could not be noticed outside through the wooden door, as his mother was satisfied with this explanation and shuffled away.",5.677642,3.595317,5.2544374,0.0717079530638852,4.4590178,3.4432855,4.537605,2.5039306215469344,0.6998364202180897,0.6290440310343882,1.1750501702944565,0,1.0943195000000001,0,0
57,"The change in Gregor’s voice probably could not be noticed outside through the wooden door, as his mother was satisfied with this explanation and shuffled away.","Gregor had wanted to give a full answer and explain everything, but in the circumstances contented himself with saying: “Yes, mother, yes, thank-you, I’m getting up now.” The change in Gregor’s voice probably could not be noticed outside through the wooden door, as his mother was satisfied with this explanation and shuffled away. But this short conversation made the other members of the family aware that Gregor, against their expectations was still at home, and soon his father came knocking at one of the side doors, gently, but with his fist.",5.46706,3.4373612,5.271177,0.0730117340286831,4.24206,3.5186226,4.3486814,3.716445753611067,1.1676437077138957,0.8712730121075639,1.6775290337896072,0,0.8300588000000002,0,0
58,"But this short conversation made the other members of the family aware that Gregor, against their expectations was still at home, and soon his father came knocking at one of the side doors, gently, but with his fist.","The change in Gregor’s voice probably could not be noticed outside through the wooden door, as his mother was satisfied with this explanation and shuffled away. But this short conversation made the other members of the family aware that Gregor, against their expectations was still at home, and soon his father came knocking at one of the side doors, gently, but with his fist. “Gregor, Gregor”, he called, “what’s wrong?”",4.3124433,3.4016628,4.576316,0.074315514993481,4.157692,3.5642166,4.294211,4.189832659302442,1.3495591089183994,1.0178699499117845,1.8224036004722581,0,0.7299943999999998,0,0
59,"“Gregor, Gregor”, he called, “what’s wrong?”","But this short conversation made the other members of the family aware that Gregor, against their expectations was still at home, and soon his father came knocking at one of the side doors, gently, but with his fist. “Gregor, Gregor”, he called, “what’s wrong?” And after a short while he called again with a warning deepness in his voice: “Gregor! Gregor!”",4.202571,3.5990834,4.3658977,0.075619295958279,4.3950396,3.5642037,4.519405,3.079072128311662,0.8377870640800036,1.0178284729521485,1.2234565912795101,0,0.9552012999999997,0,0
60,And after a short while he called again with a warning deepness in his voice: “Gregor! Gregor!”,"“Gregor, Gregor”, he called, “what’s wrong?” And after a short while he called again with a warning deepness in his voice: “Gregor! Gregor!” At the other side door his sister came plaintively: “Gregor?",3.2591894,3.7447886,3.7588468,0.0769230769230769,4.5386243,3.4535842,4.6974077,1.9403689161318192,0.5281878285010125,0.6621571135313025,0.7500239740995044,0,1.2438235000000004,0,0
